"QuarterEnding","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","LessThan4WeekWait","LessThan4WeekWaitQF","4To8WeekWait","4To8WeekWaitQF","8To12WeekWait","8To12WeekWaitQF","12To16WeekWait","12To16WeekWaitQF","16To20WeekWait","16To20WeekWaitQF","20To24WeekWait","20To24WeekWaitQF","24To28WeekWait","24To28WeekWaitQF","28To32WeekWait","28To32WeekWaitQF","32To36WeekWait","32To36WeekWaitQF","36To40WeekWait","36To40WeekWaitQF","40To44WeekWait","40To44WeekWaitQF","44To48WeekWait","44To48WeekWaitQF","48To52WeekWait","48To52WeekWaitQF","52To65WeekWait","52To65WeekWaitQF","65To78WeekWait","65To78WeekWaitQF","78To91WeekWait","78To91WeekWaitQF","91To104WeekWait","91To104WeekWaitQF","Over104WeekWait","Over104WeekWaitQF"
"20131231","S08000017",,"New Outpatient","AP",,0,,8,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000017",,"New Outpatient","AP",,0,,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000017",,"New Outpatient","AP",,1,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000017",,"New Outpatient","AP",,3,,5,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000017",,"New Outpatient","AP",,0,,1,,3,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000017",,"New Outpatient","AP",,1,,1,,5,,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000017",,"New Outpatient","AP",,4,,1,,2,,8,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000017",,"New Outpatient","AP",,1,,2,,1,,0,,0,,4,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000017",,"New Outpatient","AP",,1,,1,,13,,7,,5,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20221231","S08000017",,"New Outpatient","AP",,0,,7,,2,,3,,5,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000017",,"New Outpatient","AQ",,86,,37,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000017",,"New Outpatient","AQ",,67,,17,,34,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000017",,"New Outpatient","AQ",,96,,14,,18,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000017",,"New Outpatient","AQ",,64,,30,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000017",,"New Outpatient","AQ",,50,,9,,4,,8,,9,,23,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000017",,"New Outpatient","AQ",,55,,34,,19,,4,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000017",,"New Outpatient","AQ",,51,,10,,48,,7,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000017",,"New Outpatient","AQ",,23,,0,,0,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000017",,"New Outpatient","AQ",,53,,28,,12,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220630","S08000017",,"New Outpatient","AQ",,32,,19,,8,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130930","S08000017",,"New Outpatient","AQ",,69,,73,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000017",,"New Outpatient","AQ",,87,,12,,43,,32,,11,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000017",,"New Outpatient","AQ",,94,,41,,19,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000017",,"New Outpatient","AQ",,56,,12,,17,,27,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000017",,"New Outpatient","AQ",,39,,16,,5,,4,,23,,15,,2,,2,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000017",,"New Outpatient","AQ",,53,,15,,43,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000017",,"New Outpatient","AQ",,51,,16,,58,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000017",,"New Outpatient","AQ",,37,,13,,11,,2,,5,,14,,14,,5,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20210930","S08000017",,"New Outpatient","AQ",,44,,52,,28,,10,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220930","S08000017",,"New Outpatient","AQ",,37,,10,,7,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130331","S08000017",,"New Outpatient","AQ",,143,,12,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000017",,"New Outpatient","AQ",,75,,59,,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000017",,"New Outpatient","AQ",,87,,34,,28,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000017",,"New Outpatient","AQ",,97,,24,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000017",,"New Outpatient","AQ",,52,,10,,1,,10,,13,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000017",,"New Outpatient","AQ",,57,,31,,12,,4,,5,,7,,7,,9,,2,,1,,3,,1,,0,,0,,0,,0,,0,,0,
"20190331","S08000017",,"New Outpatient","AQ",,64,,13,,41,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000017",,"New Outpatient","AQ",,38,,15,,52,,7,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000017",,"New Outpatient","AQ",,45,,6,,13,,6,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20220331","S08000017",,"New Outpatient","AQ",,22,,7,,9,,16,,16,,11,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20230331","S08000017",,"New Outpatient","AQ",,45,,16,,4,,0,,2,,0,,1,,4,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,
"20121231","S08000017",,"New Outpatient","AQ",,131,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000017",,"New Outpatient","AQ",,72,,52,,3,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000017",,"New Outpatient","AQ",,70,,28,,28,,20,,0,,1,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000017",,"New Outpatient","AQ",,86,,72,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000017",,"New Outpatient","AQ",,46,,15,,38,,28,,7,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000017",,"New Outpatient","AQ",,44,,21,,12,,17,,9,,13,,7,,13,,4,,3,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000017",,"New Outpatient","AQ",,47,,10,,52,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000017",,"New Outpatient","AQ",,67,,24,,62,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000017",,"New Outpatient","AQ",,41,,17,,14,,3,,1,,2,,1,,1,,2,,2,,2,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000017",,"New Outpatient","AQ",,41,,15,,3,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20221231","S08000017",,"New Outpatient","AQ",,33,,7,,2,,2,,13,,15,,8,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000017",,"New Outpatient","AR",,82,,46,,69,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000017",,"New Outpatient","AR",,77,,70,,59,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000017",,"New Outpatient","AR",,34,,15,,53,,91,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000017",,"New Outpatient","AR",,54,,20,,16,,72,,44,,2,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000017",,"New Outpatient","AR",,23,,44,,83,,22,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000017",,"New Outpatient","AR",,30,,29,,59,,40,,31,,85,,24,,25,,17,,4,,4,,1,,0,,0,,0,,0,,0,,0,
"20190630","S08000017",,"New Outpatient","AR",,51,,27,,83,,20,,6,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000017",,"New Outpatient","AR",,42,,3,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000017",,"New Outpatient","AR",,60,,27,,5,,11,,1,,3,,7,,22,,23,,0,,0,,0,,0,,2,,0,,0,,0,,0,
"20220630","S08000017",,"New Outpatient","AR",,84,,34,,33,,5,,18,,4,,1,,0,,0,,2,,2,,0,,0,,0,,0,,0,,0,,0,
"20130930","S08000017",,"New Outpatient","AR",,41,,53,,63,,33,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000017",,"New Outpatient","AR",,41,,31,,24,,41,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000017",,"New Outpatient","AR",,39,,16,,10,,52,,57,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000017",,"New Outpatient","AR",,79,,72,,69,,46,,47,,15,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000017",,"New Outpatient","AR",,11,,34,,33,,44,,29,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000017",,"New Outpatient","AR",,43,,40,,90,,27,,2,,3,,5,,1,,3,,0,,0,,0,,1,,0,,0,,0,,0,,0,
"20190930","S08000017",,"New Outpatient","AR",,55,,52,,76,,48,,54,,5,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000017",,"New Outpatient","AR",,66,,17,,6,,4,,2,,3,,11,,11,,18,,1,,0,,1,,0,,0,,0,,0,,0,,0,
"20210930","S08000017",,"New Outpatient","AR",,58,,36,,10,,8,,4,,4,,3,,2,,21,,28,,2,,0,,0,,0,,0,,0,,0,,0,
"20220930","S08000017",,"New Outpatient","AR",,86,,42,,7,,17,,15,,13,,3,,1,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,
"20130331","S08000017",,"New Outpatient","AR",,50,,70,,70,,10,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000017",,"New Outpatient","AR",,73,,115,,28,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000017",,"New Outpatient","AR",,50,,15,,67,,60,,9,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000017",,"New Outpatient","AR",,49,,19,,62,,66,,2,,5,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000017",,"New Outpatient","AR",,73,,106,,18,,10,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000017",,"New Outpatient","AR",,29,,23,,26,,10,,5,,36,,33,,69,,8,,6,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000017",,"New Outpatient","AR",,54,,26,,61,,45,,13,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000017",,"New Outpatient","AR",,60,,38,,100,,20,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000017",,"New Outpatient","AR",,67,,22,,6,,7,,3,,5,,8,,14,,4,,1,,0,,4,,2,,2,,0,,0,,0,,0,
"20220331","S08000017",,"New Outpatient","AR",,121,,42,,21,,14,,15,,17,,10,,10,,9,,7,,0,,3,,1,,3,,0,,0,,0,,0,
"20230331","S08000017",,"New Outpatient","AR",,95,,33,,4,,1,,4,,6,,25,,14,,7,,4,,8,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000017",,"New Outpatient","AR",,54,,57,,69,,40,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000017",,"New Outpatient","AR",,52,,139,,47,,5,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000017",,"New Outpatient","AR",,32,,26,,44,,102,,6,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000017",,"New Outpatient","AR",,38,,37,,57,,65,,62,,67,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000017",,"New Outpatient","AR",,109,,83,,32,,12,,3,,6,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000017",,"New Outpatient","AR",,17,,22,,20,,13,,25,,43,,11,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000017",,"New Outpatient","AR",,53,,22,,109,,31,,3,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000017",,"New Outpatient","AR",,59,,36,,64,,8,,4,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000017",,"New Outpatient","AR",,41,,38,,12,,7,,5,,20,,6,,7,,37,,7,,0,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000017",,"New Outpatient","AR",,68,,29,,8,,8,,26,,29,,27,,44,,22,,22,,14,,6,,5,,8,,0,,0,,0,,0,
"20221231","S08000017",,"New Outpatient","AR",,81,,42,,7,,6,,13,,36,,8,,7,,7,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000017",,"New Outpatient","C1",,724,,396,,118,,19,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000017",,"New Outpatient","C1",,713,,353,,122,,66,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000017",,"New Outpatient","C1",,757,,282,,207,,46,,6,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000017",,"New Outpatient","C1",,563,,324,,167,,115,,37,,2,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000017",,"New Outpatient","C1",,640,,348,,105,,11,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000017",,"New Outpatient","C1",,685,,418,,193,,54,,18,,8,,4,,4,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000017",,"New Outpatient","C1",,523,,328,,359,,55,,10,,0,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000017",,"New Outpatient","C1",,417,,31,,21,,24,,11,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000017",,"New Outpatient","C1",,607,,152,,88,,75,,55,,123,,109,,26,,12,,6,,4,,0,,3,,5,,0,,0,,0,,0,
"20220630","S08000017",,"New Outpatient","C1",,338,,136,,85,,111,,66,,34,,9,,12,,2,,2,,17,,6,,6,,16,,0,,1,,2,,0,
"20130930","S08000017",,"New Outpatient","C1",,580,,433,,226,,24,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000017",,"New Outpatient","C1",,654,,426,,185,,71,,4,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000017",,"New Outpatient","C1",,747,,275,,165,,22,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000017",,"New Outpatient","C1",,479,,417,,186,,59,,4,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000017",,"New Outpatient","C1",,549,,325,,128,,34,,18,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000017",,"New Outpatient","C1",,520,,230,,157,,37,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000017",,"New Outpatient","C1",,628,,336,,303,,63,,25,,4,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000017",,"New Outpatient","C1",,511,,57,,13,,8,,5,,19,,16,,20,,8,,4,,0,,0,,0,,0,,0,,0,,0,,0,
"20210930","S08000017",,"New Outpatient","C1",,648,,150,,70,,90,,68,,24,,21,,11,,10,,7,,0,,0,,3,,2,,1,,0,,0,,0,
"20220930","S08000017",,"New Outpatient","C1",,217,,313,,171,,87,,50,,43,,28,,6,,6,,7,,5,,12,,14,,68,,37,,0,,1,,3,
"20130331","S08000017",,"New Outpatient","C1",,740,,409,,166,,22,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000017",,"New Outpatient","C1",,795,,334,,95,,55,,2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000017",,"New Outpatient","C1",,687,,344,,199,,38,,10,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000017",,"New Outpatient","C1",,642,,259,,161,,73,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000017",,"New Outpatient","C1",,613,,387,,107,,26,,2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000017",,"New Outpatient","C1",,514,,197,,144,,188,,72,,39,,10,,7,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000017",,"New Outpatient","C1",,491,,335,,308,,119,,36,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000017",,"New Outpatient","C1",,583,,284,,304,,47,,10,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000017",,"New Outpatient","C1",,494,,189,,51,,87,,52,,42,,36,,41,,26,,6,,10,,5,,7,,3,,0,,0,,0,,0,
"20220331","S08000017",,"New Outpatient","C1",,347,,242,,99,,31,,44,,15,,9,,9,,1,,14,,2,,2,,2,,6,,4,,2,,1,,2,
"20230331","S08000017",,"New Outpatient","C1",,625,,168,,56,,61,,27,,7,,49,,76,,59,,107,,110,,41,,42,,69,,34,,7,,0,,0,
"20121231","S08000017",,"New Outpatient","C1",,798,,312,,131,,16,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000017",,"New Outpatient","C1",,754,,368,,177,,29,,3,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000017",,"New Outpatient","C1",,678,,473,,192,,55,,7,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000017",,"New Outpatient","C1",,655,,300,,133,,76,,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000017",,"New Outpatient","C1",,561,,373,,118,,48,,5,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000017",,"New Outpatient","C1",,483,,202,,245,,87,,45,,36,,7,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000017",,"New Outpatient","C1",,499,,289,,236,,37,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000017",,"New Outpatient","C1",,577,,344,,200,,11,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000017",,"New Outpatient","C1",,458,,148,,29,,21,,25,,18,,15,,9,,23,,31,,35,,20,,3,,0,,1,,0,,0,,0,
"20211231","S08000017",,"New Outpatient","C1",,515,,220,,36,,46,,25,,9,,27,,24,,10,,1,,0,,2,,0,,1,,0,,0,,0,,0,
"20221231","S08000017",,"New Outpatient","C1",,487,,300,,104,,84,,40,,21,,9,,4,,9,,7,,26,,44,,31,,100,,48,,3,,1,,1,
"20150630","S08000017",,"New Outpatient","C12",,16,,14,,16,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000017",,"New Outpatient","C12",,36,,66,,39,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000017",,"New Outpatient","C12",,39,,61,,22,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000017",,"New Outpatient","C12",,30,,62,,15,,4,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000017",,"New Outpatient","C12",,42,,43,,21,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000017",,"New Outpatient","C12",,11,,13,,14,,22,,3,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210630","S08000017",,"New Outpatient","C12",,29,,22,,9,,6,,7,,8,,7,,4,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,
"20220630","S08000017",,"New Outpatient","C12",,9,,29,,12,,15,,9,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000017",,"New Outpatient","C12",,44,,51,,29,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000017",,"New Outpatient","C12",,17,,26,,22,,7,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000017",,"New Outpatient","C12",,32,,70,,30,,3,,4,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000017",,"New Outpatient","C12",,23,,40,,39,,12,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000017",,"New Outpatient","C12",,22,,38,,44,,7,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000017",,"New Outpatient","C12",,12,,17,,5,,5,,3,,3,,0,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210930","S08000017",,"New Outpatient","C12",,29,,23,,5,,17,,11,,13,,6,,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220930","S08000017",,"New Outpatient","C12",,12,,15,,8,,12,,20,,21,,5,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000017",,"New Outpatient","C12",,20,,40,,12,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170331","S08000017",,"New Outpatient","C12",,33,,46,,12,,2,,0,,1,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000017",,"New Outpatient","C12",,39,,36,,9,,10,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000017",,"New Outpatient","C12",,16,,28,,42,,15,,5,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000017",,"New Outpatient","C12",,28,,43,,35,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000017",,"New Outpatient","C12",,17,,29,,5,,20,,3,,8,,6,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220331","S08000017",,"New Outpatient","C12",,14,,35,,33,,8,,5,,1,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20230331","S08000017",,"New Outpatient","C12",,20,,33,,26,,29,,12,,23,,15,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000017",,"New Outpatient","C12",,37,,79,,22,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000017",,"New Outpatient","C12",,78,,79,,25,,13,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000017",,"New Outpatient","C12",,38,,62,,26,,9,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000017",,"New Outpatient","C12",,29,,33,,42,,11,,5,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000017",,"New Outpatient","C12",,31,,54,,27,,12,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000017",,"New Outpatient","C12",,14,,27,,9,,8,,9,,1,,6,,1,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,
"20211231","S08000017",,"New Outpatient","C12",,19,,17,,26,,14,,23,,8,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20221231","S08000017",,"New Outpatient","C12",,13,,27,,17,,9,,20,,8,,4,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000017",,"New Outpatient","C13",,219,,197,,23,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140630","S08000017",,"New Outpatient","C13",,170,,194,,96,,24,,4,,1,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000017",,"New Outpatient","C13",,194,,122,,167,,14,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000017",,"New Outpatient","C13",,209,,223,,138,,3,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000017",,"New Outpatient","C13",,174,,157,,35,,22,,1,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000017",,"New Outpatient","C13",,131,,112,,148,,68,,1,,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000017",,"New Outpatient","C13",,150,,90,,230,,31,,19,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
