"MonthEnd","HBT","HBTQF","PatientType","Specialty","SpecialtyQF","LessThan4WeekWait","LessThan4WeekWaitQF","4To8WeekWait","4To8WeekWaitQF","8To12WeekWait","8To12WeekWaitQF","12To16WeekWait","12To16WeekWaitQF","16To20WeekWait","16To20WeekWaitQF","20To24WeekWait","20To24WeekWaitQF","24To28WeekWait","24To28WeekWaitQF","28To32WeekWait","28To32WeekWaitQF","32To36WeekWait","32To36WeekWaitQF","36To40WeekWait","36To40WeekWaitQF","40To44WeekWait","40To44WeekWaitQF","44To48WeekWait","44To48WeekWaitQF","48To52WeekWait","48To52WeekWaitQF","52To65WeekWait","52To65WeekWaitQF","65To78WeekWait","65To78WeekWaitQF","78To91WeekWait","78To91WeekWaitQF","91To104WeekWait","91To104WeekWaitQF","Over104WeekWait","Over104WeekWaitQF"
"20150630","S08000024",,"New Outpatient","A1",,266,,108,,27,,11,,1,,0,,1,,0,,0,,1,,0,,0,,0,,0,,1,,0,,0,,2,
"20160630","S08000024",,"New Outpatient","A1",,304,,138,,41,,6,,2,,0,,0,,2,,2,,0,,2,,0,,0,,1,,0,,2,,0,,3,
"20170630","S08000024",,"New Outpatient","A1",,257,,96,,20,,7,,6,,10,,5,,4,,3,,4,,5,,4,,4,,0,,3,,0,,1,,3,
"20180630","S08000024",,"New Outpatient","A1",,264,,91,,17,,4,,1,,2,,0,,2,,1,,1,,0,,0,,1,,1,,2,,2,,0,,3,
"20190630","S08000024",,"New Outpatient","A1",,293,,159,,25,,4,,2,,5,,1,,4,,0,,2,,2,,0,,0,,1,,1,,1,,1,,6,
"20200630","S08000024",,"New Outpatient","A1",,133,,26,,7,,9,,6,,4,,2,,2,,3,,0,,0,,0,,0,,0,,1,,1,,0,,2,
"20210630","S08000024",,"New Outpatient","A1",,228,,74,,49,,5,,6,,14,,7,,8,,5,,7,,0,,1,,0,,0,,0,,0,,0,,2,
"20220630","S08000024",,"New Outpatient","A1",,257,,55,,18,,2,,4,,9,,2,,1,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,
"20130930","S08000024",,"New Outpatient","A1",,221,,71,,26,,3,,5,,5,,1,,2,,1,,3,,1,,1,,3,,0,,2,,1,,0,,1,
"20140930","S08000024",,"New Outpatient","A1",,221,,42,,6,,2,,0,,1,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,1,
"20150930","S08000024",,"New Outpatient","A1",,279,,120,,31,,10,,2,,2,,0,,1,,0,,1,,0,,0,,1,,0,,0,,1,,0,,2,
"20160930","S08000024",,"New Outpatient","A1",,259,,136,,71,,37,,7,,0,,1,,1,,1,,0,,2,,2,,0,,2,,1,,0,,2,,2,
"20170930","S08000024",,"New Outpatient","A1",,265,,84,,19,,7,,8,,3,,3,,4,,6,,5,,4,,1,,6,,13,,1,,2,,0,,3,
"20180930","S08000024",,"New Outpatient","A1",,197,,53,,11,,4,,2,,2,,1,,2,,2,,0,,1,,2,,1,,1,,1,,1,,2,,3,
"20190930","S08000024",,"New Outpatient","A1",,237,,103,,27,,12,,10,,4,,5,,2,,2,,1,,1,,0,,1,,0,,1,,1,,0,,7,
"20200930","S08000024",,"New Outpatient","A1",,165,,36,,9,,2,,2,,2,,3,,1,,1,,0,,0,,2,,0,,0,,0,,1,,1,,2,
"20210930","S08000024",,"New Outpatient","A1",,198,,79,,16,,6,,6,,6,,2,,4,,12,,3,,7,,6,,2,,0,,0,,0,,0,,2,
"20220930","S08000024",,"New Outpatient","A1",,231,,90,,10,,8,,4,,1,,3,,3,,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,
"20130331","S08000024",,"New Outpatient","A1",,264,,87,,14,,3,,0,,2,,2,,0,,0,,0,,0,,0,,2,,1,,0,,0,,0,,1,
"20140331","S08000024",,"New Outpatient","A1",,258,,59,,27,,7,,1,,3,,0,,2,,2,,0,,1,,0,,1,,0,,2,,0,,1,,1,
"20150331","S08000024",,"New Outpatient","A1",,288,,145,,26,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,2,
"20160331","S08000024",,"New Outpatient","A1",,301,,149,,16,,1,,3,,2,,0,,2,,0,,1,,0,,1,,0,,0,,2,,0,,0,,3,
"20170331","S08000024",,"New Outpatient","A1",,279,,121,,40,,13,,5,,10,,6,,11,,3,,12,,1,,0,,0,,3,,4,,2,,1,,4,
"20180331","S08000024",,"New Outpatient","A1",,231,,116,,26,,2,,3,,1,,1,,0,,0,,2,,0,,0,,0,,2,,2,,0,,0,,4,
"20190331","S08000024",,"New Outpatient","A1",,305,,87,,27,,5,,5,,0,,4,,3,,0,,0,,0,,1,,0,,2,,3,,1,,0,,6,
"20200331","S08000024",,"New Outpatient","A1",,121,,86,,32,,9,,1,,2,,0,,1,,0,,0,,0,,0,,0,,2,,1,,0,,0,,3,
"20210331","S08000024",,"New Outpatient","A1",,196,,50,,38,,13,,13,,8,,8,,1,,1,,0,,0,,0,,1,,0,,0,,0,,0,,3,
"20220331","S08000024",,"New Outpatient","A1",,344,,125,,30,,4,,1,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20230331","S08000024",,"New Outpatient","A1",,241,,77,,48,,5,,1,,2,,0,,0,,2,,0,,0,,1,,1,,0,,0,,0,,0,,0,
"20121231","S08000024",,"New Outpatient","A1",,378,,124,,45,,37,,0,,1,,3,,0,,1,,1,,0,,1,,0,,0,,0,,0,,0,,1,
"20131231","S08000024",,"New Outpatient","A1",,250,,91,,25,,10,,2,,2,,2,,4,,4,,2,,0,,2,,4,,5,,0,,2,,1,,0,
"20141231","S08000024",,"New Outpatient","A1",,274,,134,,10,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,2,
"20151231","S08000024",,"New Outpatient","A1",,242,,108,,15,,8,,1,,0,,2,,0,,1,,0,,0,,0,,0,,2,,0,,0,,1,,2,
"20161231","S08000024",,"New Outpatient","A1",,269,,134,,31,,8,,13,,5,,11,,1,,0,,1,,1,,1,,0,,4,,2,,1,,0,,4,
"20171231","S08000024",,"New Outpatient","A1",,249,,123,,20,,0,,0,,0,,2,,1,,0,,0,,2,,0,,1,,2,,0,,0,,1,,3,
"20181231","S08000024",,"New Outpatient","A1",,245,,75,,13,,3,,2,,0,,1,,1,,1,,0,,1,,1,,0,,4,,1,,1,,1,,5,
"20191231","S08000024",,"New Outpatient","A1",,214,,85,,21,,10,,18,,6,,7,,2,,2,,3,,1,,2,,1,,2,,0,,1,,1,,7,
"20201231","S08000024",,"New Outpatient","A1",,165,,65,,19,,11,,7,,1,,0,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,3,
"20211231","S08000024",,"New Outpatient","A1",,258,,61,,16,,17,,1,,2,,7,,1,,3,,4,,4,,6,,0,,0,,0,,0,,0,,1,
"20221231","S08000024",,"New Outpatient","A1",,218,,84,,53,,12,,4,,4,,0,,2,,1,,2,,3,,4,,1,,1,,0,,0,,0,,0,
"20130630","S08000024",,"New Outpatient","A2",,617,,379,,236,,0,,0,,0,,1,,0,,0,,0,,2,,0,,2,,0,,1,,0,,0,,1,
"20140630","S08000024",,"New Outpatient","A2",,627,,357,,107,,1,,1,,0,,0,,0,,0,,2,,0,,0,,0,,1,,0,,0,,4,,2,
"20150630","S08000024",,"New Outpatient","A2",,685,,479,,184,,8,,5,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,,1,,7,
"20160630","S08000024",,"New Outpatient","A2",,689,,419,,178,,2,,0,,3,,0,,0,,0,,1,,0,,1,,1,,0,,1,,0,,1,,6,
"20170630","S08000024",,"New Outpatient","A2",,651,,478,,242,,13,,3,,0,,0,,0,,0,,0,,1,,2,,0,,0,,1,,0,,2,,6,
"20180630","S08000024",,"New Outpatient","A2",,614,,399,,97,,6,,3,,6,,5,,1,,3,,1,,0,,5,,2,,3,,1,,0,,2,,8,
"20190630","S08000024",,"New Outpatient","A2",,669,,441,,154,,6,,4,,2,,2,,2,,5,,1,,2,,3,,3,,7,,9,,5,,7,,13,
"20200630","S08000024",,"New Outpatient","A2",,216,,103,,64,,118,,250,,207,,54,,39,,14,,6,,4,,1,,4,,11,,7,,9,,8,,40,
"20210630","S08000024",,"New Outpatient","A2",,602,,337,,59,,40,,43,,26,,24,,31,,18,,8,,14,,17,,7,,14,,13,,4,,4,,20,
"20220630","S08000024",,"New Outpatient","A2",,559,,380,,282,,265,,152,,53,,27,,35,,25,,28,,30,,10,,9,,9,,4,,2,,0,,5,
"20130930","S08000024",,"New Outpatient","A2",,555,,346,,176,,2,,1,,0,,0,,0,,0,,1,,0,,0,,0,,4,,0,,1,,0,,1,
"20140930","S08000024",,"New Outpatient","A2",,576,,302,,105,,1,,0,,0,,1,,0,,0,,0,,0,,0,,1,,1,,1,,0,,0,,6,
"20150930","S08000024",,"New Outpatient","A2",,592,,441,,228,,7,,1,,3,,0,,1,,0,,0,,0,,0,,0,,1,,0,,0,,1,,8,
"20160930","S08000024",,"New Outpatient","A2",,615,,436,,263,,6,,5,,3,,0,,0,,1,,0,,0,,0,,1,,2,,0,,1,,0,,6,
"20170930","S08000024",,"New Outpatient","A2",,544,,431,,281,,59,,10,,2,,1,,2,,0,,0,,0,,0,,0,,2,,0,,1,,0,,8,
"20180930","S08000024",,"New Outpatient","A2",,590,,384,,123,,5,,1,,3,,3,,3,,4,,5,,2,,3,,0,,7,,3,,1,,0,,10,
"20190930","S08000024",,"New Outpatient","A2",,737,,486,,297,,37,,6,,7,,1,,2,,2,,2,,3,,5,,1,,8,,7,,9,,5,,19,
"20200930","S08000024",,"New Outpatient","A2",,438,,103,,55,,39,,38,,39,,32,,71,,68,,23,,21,,16,,9,,7,,10,,6,,6,,38,
"20210930","S08000024",,"New Outpatient","A2",,555,,349,,247,,38,,31,,25,,32,,40,,20,,10,,19,,14,,11,,22,,3,,9,,2,,21,
"20220930","S08000024",,"New Outpatient","A2",,647,,371,,292,,285,,262,,122,,37,,19,,35,,29,,38,,15,,15,,6,,0,,1,,0,,0,
"20130331","S08000024",,"New Outpatient","A2",,613,,414,,135,,0,,1,,0,,1,,1,,1,,1,,0,,0,,0,,1,,0,,0,,0,,1,
"20140331","S08000024",,"New Outpatient","A2",,585,,306,,118,,0,,2,,0,,4,,1,,0,,0,,1,,0,,0,,0,,0,,4,,0,,2,
"20150331","S08000024",,"New Outpatient","A2",,697,,385,,99,,3,,0,,1,,1,,1,,0,,0,,0,,0,,0,,0,,1,,1,,1,,6,
"20160331","S08000024",,"New Outpatient","A2",,555,,456,,204,,5,,0,,1,,0,,1,,0,,1,,0,,0,,0,,1,,0,,1,,0,,8,
"20170331","S08000024",,"New Outpatient","A2",,714,,467,,189,,1,,4,,1,,1,,2,,1,,0,,0,,0,,0,,1,,0,,2,,0,,6,
"20180331","S08000024",,"New Outpatient","A2",,539,,357,,119,,8,,1,,2,,2,,1,,4,,2,,2,,0,,2,,1,,0,,2,,0,,8,
"20190331","S08000024",,"New Outpatient","A2",,681,,371,,70,,8,,4,,5,,1,,4,,4,,4,,0,,3,,2,,10,,5,,7,,2,,11,
"20200331","S08000024",,"New Outpatient","A2",,340,,446,,316,,67,,44,,16,,6,,6,,3,,2,,4,,3,,4,,7,,9,,8,,7,,33,
"20210331","S08000024",,"New Outpatient","A2",,485,,144,,47,,32,,45,,32,,21,,30,,18,,14,,19,,13,,10,,30,,9,,5,,7,,27,
"20220331","S08000024",,"New Outpatient","A2",,632,,412,,348,,144,,55,,36,,36,,36,,19,,19,,8,,7,,9,,29,,9,,1,,1,,15,
"20230331","S08000024",,"New Outpatient","A2",,817,,435,,316,,194,,260,,249,,226,,53,,27,,20,,23,,26,,24,,23,,4,,1,,0,,0,
"20121231","S08000024",,"New Outpatient","A2",,519,,372,,184,,2,,1,,2,,2,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,
"20131231","S08000024",,"New Outpatient","A2",,472,,344,,145,,5,,2,,0,,0,,1,,0,,0,,0,,0,,0,,0,,4,,0,,1,,1,
"20141231","S08000024",,"New Outpatient","A2",,551,,405,,97,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,,1,,1,,0,,6,
"20151231","S08000024",,"New Outpatient","A2",,635,,504,,204,,1,,1,,0,,1,,0,,0,,0,,0,,1,,0,,0,,1,,0,,0,,9,
"20161231","S08000024",,"New Outpatient","A2",,558,,413,,254,,9,,6,,6,,0,,0,,1,,0,,0,,0,,1,,0,,2,,0,,1,,6,
"20171231","S08000024",,"New Outpatient","A2",,497,,383,,145,,5,,7,,5,,3,,1,,1,,2,,1,,0,,0,,0,,2,,0,,1,,7,
"20181231","S08000024",,"New Outpatient","A2",,555,,352,,65,,3,,5,,6,,5,,1,,4,,2,,2,,5,,4,,5,,7,,3,,1,,10,
"20191231","S08000024",,"New Outpatient","A2",,564,,413,,397,,147,,24,,3,,3,,5,,4,,3,,2,,1,,3,,9,,8,,7,,9,,24,
"20201231","S08000024",,"New Outpatient","A2",,367,,135,,59,,35,,38,,34,,30,,28,,25,,12,,41,,25,,16,,25,,6,,9,,3,,34,
"20211231","S08000024",,"New Outpatient","A2",,510,,398,,294,,114,,48,,27,,24,,22,,16,,16,,14,,11,,10,,35,,6,,2,,8,,14,
"20221231","S08000024",,"New Outpatient","A2",,540,,426,,303,,293,,270,,236,,68,,34,,30,,25,,21,,22,,34,,37,,1,,0,,0,,0,
"20130630","S08000024",,"New Outpatient","A3",,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000024",,"New Outpatient","A3",,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160630","S08000024",,"New Outpatient","A3",,6,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170630","S08000024",,"New Outpatient","A3",,2,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180630","S08000024",,"New Outpatient","A3",,8,,2,,0,,1,,2,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190630","S08000024",,"New Outpatient","A3",,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200630","S08000024",,"New Outpatient","A3",,3,,0,,0,,2,,3,,1,,1,,2,,0,,2,,3,,1,,2,,1,,0,,0,,0,,0,
"20210630","S08000024",,"New Outpatient","A3",,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220630","S08000024",,"New Outpatient","A3",,5,,0,,3,,4,,1,,0,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,
"20130930","S08000024",,"New Outpatient","A3",,5,,2,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140930","S08000024",,"New Outpatient","A3",,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150930","S08000024",,"New Outpatient","A3",,8,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160930","S08000024",,"New Outpatient","A3",,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20170930","S08000024",,"New Outpatient","A3",,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180930","S08000024",,"New Outpatient","A3",,11,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190930","S08000024",,"New Outpatient","A3",,11,,1,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200930","S08000024",,"New Outpatient","A3",,1,,0,,0,,0,,1,,0,,0,,3,,1,,2,,2,,0,,1,,6,,1,,0,,0,,0,
"20210930","S08000024",,"New Outpatient","A3",,4,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220930","S08000024",,"New Outpatient","A3",,8,,3,,1,,4,,0,,3,,1,,0,,0,,0,,1,,0,,0,,1,,0,,0,,0,,0,
"20130331","S08000024",,"New Outpatient","A3",,0,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20140331","S08000024",,"New Outpatient","A3",,5,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150331","S08000024",,"New Outpatient","A3",,9,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20160331","S08000024",,"New Outpatient","A3",,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20180331","S08000024",,"New Outpatient","A3",,2,,11,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20190331","S08000024",,"New Outpatient","A3",,5,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20200331","S08000024",,"New Outpatient","A3",,10,,3,,2,,1,,1,,1,,3,,2,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,
"20210331","S08000024",,"New Outpatient","A3",,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20220331","S08000024",,"New Outpatient","A3",,6,,2,,5,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20230331","S08000024",,"New Outpatient","A3",,2,,2,,3,,0,,0,,0,,0,,3,,1,,1,,0,,1,,2,,1,,1,,1,,0,,0,
"20121231","S08000024",,"New Outpatient","A3",,4,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20131231","S08000024",,"New Outpatient","A3",,2,,1,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20141231","S08000024",,"New Outpatient","A3",,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20151231","S08000024",,"New Outpatient","A3",,6,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20161231","S08000024",,"New Outpatient","A3",,6,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20171231","S08000024",,"New Outpatient","A3",,3,,3,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20181231","S08000024",,"New Outpatient","A3",,3,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20191231","S08000024",,"New Outpatient","A3",,6,,1,,1,,3,,2,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20201231","S08000024",,"New Outpatient","A3",,7,,0,,1,,1,,1,,0,,0,,0,,0,,0,,2,,2,,2,,3,,6,,1,,0,,0,
"20211231","S08000024",,"New Outpatient","A3",,5,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20221231","S08000024",,"New Outpatient","A3",,0,,0,,0,,1,,2,,1,,1,,0,,3,,0,,1,,0,,0,,1,,1,,0,,0,,0,
"20130630","S08000024",,"New Outpatient","A6",,86,,29,,11,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20140630","S08000024",,"New Outpatient","A6",,73,,11,,5,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20150630","S08000024",,"New Outpatient","A6",,95,,9,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20160630","S08000024",,"New Outpatient","A6",,85,,11,,3,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20170630","S08000024",,"New Outpatient","A6",,86,,7,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,1,
"20180630","S08000024",,"New Outpatient","A6",,80,,11,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,
"20190630","S08000024",,"New Outpatient","A6",,80,,16,,5,,2,,0,,1,,0,,2,,0,,0,,0,,1,,0,,1,,0,,0,,0,,2,
"20200630","S08000024",,"New Outpatient","A6",,23,,5,,6,,4,,19,,13,,12,,7,,4,,3,,2,,1,,0,,1,,0,,0,,0,,1,
"20210630","S08000024",,"New Outpatient","A6",,103,,42,,28,,3,,0,,0,,2,,0,,0,,3,,0,,0,,0,,0,,1,,2,,0,,0,
"20220630","S08000024",,"New Outpatient","A6",,35,,14,,6,,2,,0,,1,,1,,1,,3,,1,,2,,0,,0,,0,,0,,0,,0,,0,
"20130930","S08000024",,"New Outpatient","A6",,87,,15,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20140930","S08000024",,"New Outpatient","A6",,81,,9,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20150930","S08000024",,"New Outpatient","A6",,82,,20,,1,,2,,0,,3,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20160930","S08000024",,"New Outpatient","A6",,83,,14,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20170930","S08000024",,"New Outpatient","A6",,71,,15,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,1,
"20180930","S08000024",,"New Outpatient","A6",,49,,10,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20190930","S08000024",,"New Outpatient","A6",,86,,35,,4,,2,,2,,0,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20200930","S08000024",,"New Outpatient","A6",,28,,3,,1,,1,,1,,0,,1,,2,,0,,1,,2,,0,,0,,0,,1,,0,,0,,1,
"20210930","S08000024",,"New Outpatient","A6",,54,,13,,3,,6,,1,,2,,2,,0,,0,,2,,0,,0,,0,,0,,0,,1,,2,,0,
"20220930","S08000024",,"New Outpatient","A6",,45,,17,,7,,2,,2,,1,,2,,0,,0,,2,,1,,1,,3,,2,,0,,0,,0,,0,
"20130331","S08000024",,"New Outpatient","A6",,97,,13,,4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,1,
"20140331","S08000024",,"New Outpatient","A6",,86,,3,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20150331","S08000024",,"New Outpatient","A6",,73,,16,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20160331","S08000024",,"New Outpatient","A6",,58,,5,,1,,0,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20170331","S08000024",,"New Outpatient","A6",,82,,9,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20180331","S08000024",,"New Outpatient","A6",,47,,20,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,1,
"20190331","S08000024",,"New Outpatient","A6",,86,,16,,1,,1,,1,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,2,
"20200331","S08000024",,"New Outpatient","A6",,29,,27,,16,,15,,7,,3,,3,,2,,0,,0,,1,,0,,0,,1,,0,,0,,0,,2,
"20210331","S08000024",,"New Outpatient","A6",,48,,2,,1,,1,,1,,2,,1,,0,,0,,1,,0,,0,,0,,1,,2,,0,,0,,1,
"20220331","S08000024",,"New Outpatient","A6",,48,,16,,74,,1,,2,,3,,2,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,2,
"20230331","S08000024",,"New Outpatient","A6",,57,,9,,1,,0,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20121231","S08000024",,"New Outpatient","A6",,92,,24,,4,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,1,,0,,1,,0,,1,
"20131231","S08000024",,"New Outpatient","A6",,64,,12,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20141231","S08000024",,"New Outpatient","A6",,77,,24,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20151231","S08000024",,"New Outpatient","A6",,76,,27,,2,,0,,0,,0,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,,1,
"20161231","S08000024",,"New Outpatient","A6",,68,,13,,6,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20171231","S08000024",,"New Outpatient","A6",,48,,18,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,0,,1,
"20181231","S08000024",,"New Outpatient","A6",,80,,30,,0,,0,,0,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,
"20191231","S08000024",,"New Outpatient","A6",,88,,26,,8,,17,,1,,0,,0,,1,,0,,1,,0,,0,,0,,0,,0,,0,,0,,2,
"20201231","S08000024",,"New Outpatient","A6",,16,,6,,4,,2,,0,,0,,1,,1,,0,,1,,1,,0,,0,,2,,0,,0,,0,,1,
"20211231","S08000024",,"New Outpatient","A6",,39,,25,,7,,3,,2,,1,,2,,1,,0,,0,,0,,0,,0,,0,,0,,0,,1,,2,
"20221231","S08000024",,"New Outpatient","A6",,33,,8,,0,,0,,0,,2,,1,,1,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20130630","S08000024",,"New Outpatient","A7",,2373,,1234,,461,,1,,6,,2,,0,,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20140630","S08000024",,"New Outpatient","A7",,2793,,1469,,566,,8,,3,,1,,2,,2,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,
"20150630","S08000024",,"New Outpatient","A7",,3014,,1818,,482,,9,,1,,0,,0,,1,,1,,0,,0,,0,,0,,1,,0,,0,,0,,0,
"20160630","S08000024",,"New Outpatient","A7",,2925,,1781,,603,,14,,2,,2,,3,,0,,0,,0,,0,,0,,0,,2,,0,,0,,0,,0,
"20170630","S08000024",,"New Outpatient","A7",,2237,,1939,,1084,,725,,683,,589,,452,,258,,44,,15,,15,,11,,6,,1,,1,,0,,0,,1,
"20180630","S08000024",,"New Outpatient","A7",,1985,,1693,,1598,,1214,,858,,745,,373,,430,,403,,382,,284,,116,,13,,19,,7,,1,,2,,2,
"20190630","S08000024",,"New Outpatient","A7",,1861,,1380,,928,,938,,863,,571,,317,,431,,386,,410,,396,,407,,367,,521,,21,,7,,3,,10,
"20200630","S08000024",,"New Outpatient","A7",,1029,,409,,219,,547,,1060,,826,,375,,475,,320,,203,,116,,77,,39,,87,,26,,8,,7,,29,
"20210630","S08000024",,"New Outpatient","A7",,1696,,1061,,987,,867,,753,,334,,263,,384,,400,,424,,402,,359,,343,,594,,2089,,698,,16,,25,
"20220630","S08000024",,"New Outpatient","A7",,1828,,883,,516,,580,,593,,544,,379,,342,,303,,256,,197,,157,,192,,585,,392,,375,,194,,167,
"20130930","S08000024",,"New Outpatient","A7",,2435,,1422,,622,,17,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,
"20140930","S08000024",,"New Outpatient","A7",,2441,,1544,,1068,,29,,2,,1,,1,,0,,0,,0,,1,,0,,0,,0,,0,,0,,0,,0,
