"Month","Country","HBT","TreatmentLocation","DepartmentType","NumberOfAttendancesAll","NumberWithin4HoursAll","NumberOver4HoursAll","PercentageWithin4HoursAll","NumberOfAttendancesEpisode","NumberOfAttendancesEpisodeQF","NumberWithin4HoursEpisode","NumberWithin4HoursEpisodeQF","NumberOver4HoursEpisode","NumberOver4HoursEpisodeQF","PercentageWithin4HoursEpisode","PercentageWithin4HoursEpisodeQF","NumberOver8HoursEpisode","NumberOver8HoursEpisodeQF","PercentageOver8HoursEpisode","PercentageOver8HoursEpisodeQF","NumberOver12HoursEpisode","NumberOver12HoursEpisodeQF","PercentageOver12HoursEpisode","PercentageOver12HoursEpisodeQF"
"201603","S92000003","S08000031","G107H","Emergency Department",8215,6790,1425,82.7,8215,"",6790,"",1425,"",82.7,"",45,"",0.5,"",1,"",0,""
"201603","S92000003","S08000031","G207H","Minor Injury Unit or Other",1687,1687,0,100,1687,"",1687,"",0,"",100,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000031","G306H","Minor Injury Unit or Other",2686,2685,1,100,2686,"",2685,"",1,"",100,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000031","G405H","Emergency Department",8011,6815,1196,85.1,8011,"",6815,"",1196,"",85.1,"",69,"",0.9,"",0,"",0,""
"201603","S92000003","S08000031","G513H","Emergency Department",5489,5452,37,99.3,5489,"",5452,"",37,"",99.3,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000031","G516H","Minor Injury Unit or Other",1022,1021,1,99.9,1022,"",1021,"",1,"",99.9,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000022","C106H","Minor Injury Unit or Other",626,626,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","C108H","Minor Injury Unit or Other",118,118,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","C113H","Minor Injury Unit or Other",372,367,5,98.7,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","C121H","Emergency Department",663,655,8,98.8,663,"",655,"",8,"",98.8,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000022","C122H","Minor Injury Unit or Other",527,526,1,99.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","H101H","Minor Injury Unit or Other",220,220,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","H103H","Emergency Department",571,537,34,94,571,"",537,"",34,"",94,"",5,"",0.9,"",0,"",0,""
"201603","S92000003","S08000022","H106H","Minor Injury Unit or Other",17,17,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","H202H","Emergency Department",2863,2667,196,93.2,2863,"",2667,"",196,"",93.2,"",9,"",0.3,"",1,"",0,""
"201603","S92000003","S08000022","H208H","Minor Injury Unit or Other",447,447,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","H210H","Minor Injury Unit or Other",98,98,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","H212H","Emergency Department",749,735,14,98.1,749,"",735,"",14,"",98.1,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000022","H214H","Minor Injury Unit or Other",445,445,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","H215H","Minor Injury Unit or Other",199,199,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","H217H","Minor Injury Unit or Other",154,154,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","H219H","Minor Injury Unit or Other",177,177,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","H224H","Minor Injury Unit or Other",346,335,11,96.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","H227B","Minor Injury Unit or Other",183,183,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000022","H227H","Minor Injury Unit or Other",70,70,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000032","L106H","Emergency Department",6074,5792,282,95.4,6074,"",5792,"",282,"",95.4,"",4,"",0.1,"",1,"",0,""
"201603","S92000003","S08000032","L206H","Minor Injury Unit or Other",62,62,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000032","L207H","Minor Injury Unit or Other",85,85,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000032","L302H","Emergency Department",5463,4868,595,89.1,5463,"",4868,"",595,"",89.1,"",127,"",2.3,"",30,"",0.5,""
"201603","S92000003","S08000032","L308H","Emergency Department",5730,5190,540,90.6,5730,"",5190,"",540,"",90.6,"",43,"",0.8,"",4,"",0.1,""
"201603","S92000003","S08000024","S108H","Minor Injury Unit or Other",110,110,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000024","S116H","Minor Injury Unit or Other",3782,3124,658,82.6,3782,"",3124,"",658,"",82.6,"",229,"",6.1,"",127,"",3.4,""
"201603","S92000003","S08000024","S308H","Emergency Department",4804,4445,359,92.5,4804,"",4445,"",359,"",92.5,"",34,"",0.7,"",6,"",0.1,""
"201603","S92000003","S08000024","S314H","Emergency Department",10321,9564,757,92.7,10321,"",9564,"",757,"",92.7,"",145,"",1.4,"",23,"",0.2,""
"201603","S92000003","S08000024","S319H","Emergency Department",4683,4584,99,97.9,4683,"",4584,"",99,"",97.9,"",2,"",0,"",0,"",0,""
"201603","S92000003","S08000025","R103H","Emergency Department",496,490,6,98.8,496,"",490,"",6,"",98.8,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000026","Z102H","Emergency Department",607,586,21,96.5,607,"",586,"",21,"",96.5,"",1,"",0.2,"",0,"",0,""
"201603","S92000003","S08000030","T101H","Emergency Department",4205,4165,40,99,4205,"",4165,"",40,"",99,"",1,"",0,"",0,"",0,""
"201603","S92000003","S08000030","T202H","Emergency Department",2208,2177,31,98.6,2208,"",2177,"",31,"",98.6,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000030","T205H","Minor Injury Unit or Other",34,34,0,100,34,"",34,"",0,"",100,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000030","T209H","Minor Injury Unit or Other",320,319,1,99.7,320,"",319,"",1,"",99.7,"",1,"",0.3,"",0,"",0,""
"201603","S92000003","S08000030","T304H","Minor Injury Unit or Other",1089,1087,2,99.8,1089,"",1087,"",2,"",99.8,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000030","T305H","Minor Injury Unit or Other",162,162,0,100,162,"",162,"",0,"",100,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000030","T316H","Minor Injury Unit or Other",113,113,0,100,113,"",113,"",0,"",100,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000030","T319H","Minor Injury Unit or Other",647,647,0,100,647,"",647,"",0,"",100,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000030","T320H","Minor Injury Unit or Other",159,159,0,100,159,"",159,"",0,"",100,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000030","T357C","Minor Injury Unit or Other",522,522,0,100,522,"",522,"",0,"",100,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000028","W106H","Minor Injury Unit or Other",53,53,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201603","S92000003","S08000028","W107H","Emergency Department",562,558,4,99.3,562,"",558,"",4,"",99.3,"",0,"",0,"",0,"",0,""
"201603","S92000003","S08000028","W108H","Minor Injury Unit or Other",132,132,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000015","A101H","Minor Injury Unit or Other",213,212,1,99.5,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000015","A110H","Minor Injury Unit or Other",66,66,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000015","A111H","Emergency Department",6222,5900,322,94.8,6222,"",5900,"",322,"",94.8,"",61,"",1,"",22,"",0.4,""
"201604","S92000003","S08000015","A210H","Emergency Department",3667,3341,326,91.1,3667,"",3341,"",326,"",91.1,"",47,"",1.3,"",15,"",0.4,""
"201604","S92000003","S08000015","A216H","Minor Injury Unit or Other",82,82,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000016","B103H","Minor Injury Unit or Other",8,8,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000016","B105H","Minor Injury Unit or Other",87,87,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000016","B114H","Minor Injury Unit or Other",11,11,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000016","B118H","Minor Injury Unit or Other",46,46,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000016","B120H","Emergency Department",2389,2259,130,94.6,2389,"",2259,"",130,"",94.6,"",1,"",0,"",0,"",0,""
"201604","S92000003","S08000017","Y101H","Minor Injury Unit or Other",19,19,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000017","Y106H","Minor Injury Unit or Other",39,39,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000017","Y109H","Minor Injury Unit or Other",3,3,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000017","Y110H","Minor Injury Unit or Other",7,7,0,100,7,"",7,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000017","Y144H","Emergency Department",961,924,37,96.1,961,"",924,"",37,"",96.1,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000017","Y146H","Emergency Department",2949,2814,135,95.4,2949,"",2814,"",135,"",95.4,"",1,"",0,"",0,"",0,""
"201604","S92000003","S08000029","F704H","Emergency Department",5109,4833,276,94.6,5109,"",4833,"",276,"",94.6,"",15,"",0.3,"",1,"",0,""
"201604","S92000003","S08000029","F708H","Minor Injury Unit or Other",147,147,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000029","F709H","Minor Injury Unit or Other",269,269,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000029","F805H","Minor Injury Unit or Other",1740,1739,1,99.9,1740,"",1739,"",1,"",99.9,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000019","V201H","Minor Injury Unit or Other",1244,1244,0,100,1244,"",1244,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000019","V217H","Emergency Department",5255,4969,286,94.6,5255,"",4969,"",286,"",94.6,"",30,"",0.6,"",1,"",0,""
"201604","S92000003","S08000020","N101H","Emergency Department",4577,4326,251,94.5,4577,"",4326,"",251,"",94.5,"",9,"",0.2,"",0,"",0,""
"201604","S92000003","S08000020","N121H","Emergency Department",1175,1165,10,99.1,1175,"",1165,"",10,"",99.1,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000020","N151H","Minor Injury Unit or Other",68,68,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N331H","Minor Injury Unit or Other",9,9,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N332H","Minor Injury Unit or Other",25,25,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N333H","Minor Injury Unit or Other",1233,1232,1,99.9,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N334H","Minor Injury Unit or Other",649,648,1,99.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N335H","Minor Injury Unit or Other",272,269,3,98.9,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N336H","Minor Injury Unit or Other",185,185,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N337H","Minor Injury Unit or Other",244,241,3,98.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N411H","Emergency Department",2037,1945,92,95.5,2037,"",1945,"",92,"",95.5,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000020","N431H","Minor Injury Unit or Other",38,38,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N432H","Minor Injury Unit or Other",19,19,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N433H","Minor Injury Unit or Other",87,87,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N451H","Minor Injury Unit or Other",17,17,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N494H","Minor Injury Unit or Other",104,104,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000020","N683C","Minor Injury Unit or Other",58,58,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000031","C206H","Minor Injury Unit or Other",1358,1315,43,96.8,1358,"",1315,"",43,"",96.8,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000031","C313H","Emergency Department",2629,2520,109,95.9,2629,"",2520,"",109,"",95.9,"",1,"",0,"",0,"",0,""
"201604","S92000003","S08000031","C418H","Emergency Department",5638,5217,421,92.5,5638,"",5217,"",421,"",92.5,"",8,"",0.1,"",0,"",0,""
"201604","S92000003","S08000031","G107H","Emergency Department",7508,6818,690,90.8,7508,"",6818,"",690,"",90.8,"",10,"",0.1,"",0,"",0,""
"201604","S92000003","S08000031","G207H","Minor Injury Unit or Other",1499,1499,0,100,1499,"",1499,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000031","G306H","Minor Injury Unit or Other",2399,2399,0,100,2399,"",2399,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000031","G405H","Emergency Department",7568,6752,816,89.2,7568,"",6752,"",816,"",89.2,"",38,"",0.5,"",0,"",0,""
"201604","S92000003","S08000031","G513H","Emergency Department",4624,4606,18,99.6,4624,"",4606,"",18,"",99.6,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000031","G516H","Minor Injury Unit or Other",923,923,0,100,923,"",923,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000022","C106H","Minor Injury Unit or Other",574,573,1,99.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","C108H","Minor Injury Unit or Other",117,116,1,99.1,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","C113H","Minor Injury Unit or Other",326,325,1,99.7,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","C121H","Emergency Department",586,580,6,99,586,"",580,"",6,"",99,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000022","C122H","Minor Injury Unit or Other",397,397,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","H101H","Minor Injury Unit or Other",194,194,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","H103H","Emergency Department",546,520,26,95.2,546,"",520,"",26,"",95.2,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000022","H106H","Minor Injury Unit or Other",10,10,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","H202H","Emergency Department",2688,2550,138,94.9,2688,"",2550,"",138,"",94.9,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000022","H208H","Minor Injury Unit or Other",379,379,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","H210H","Minor Injury Unit or Other",66,66,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","H212H","Emergency Department",731,707,24,96.7,731,"",707,"",24,"",96.7,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000022","H214H","Minor Injury Unit or Other",378,378,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","H215H","Minor Injury Unit or Other",189,189,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","H217H","Minor Injury Unit or Other",117,117,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","H219H","Minor Injury Unit or Other",171,171,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","H224H","Minor Injury Unit or Other",333,329,4,98.8,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","H227B","Minor Injury Unit or Other",152,152,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000022","H227H","Minor Injury Unit or Other",70,70,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000032","L106H","Emergency Department",5587,5402,185,96.7,5587,"",5402,"",185,"",96.7,"",1,"",0,"",0,"",0,""
"201604","S92000003","S08000032","L206H","Minor Injury Unit or Other",46,46,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000032","L207H","Minor Injury Unit or Other",79,79,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000032","L302H","Emergency Department",5352,5080,272,94.9,5352,"",5080,"",272,"",94.9,"",17,"",0.3,"",0,"",0,""
"201604","S92000003","S08000032","L308H","Emergency Department",5136,4826,310,94,5136,"",4826,"",310,"",94,"",21,"",0.4,"",2,"",0,""
"201604","S92000003","S08000024","S108H","Minor Injury Unit or Other",136,136,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000024","S116H","Minor Injury Unit or Other",3528,2961,567,83.9,3528,"",2961,"",567,"",83.9,"",208,"",5.9,"",105,"",3,""
"201604","S92000003","S08000024","S308H","Emergency Department",4598,4350,248,94.6,4598,"",4350,"",248,"",94.6,"",16,"",0.3,"",2,"",0,""
"201604","S92000003","S08000024","S314H","Emergency Department",9369,8838,531,94.3,9369,"",8838,"",531,"",94.3,"",83,"",0.9,"",10,"",0.1,""
"201604","S92000003","S08000024","S319H","Emergency Department",3993,3923,70,98.2,3993,"",3923,"",70,"",98.2,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000025","R103H","Emergency Department",482,479,3,99.4,482,"",479,"",3,"",99.4,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000026","Z102H","Emergency Department",588,541,47,92,588,"",541,"",47,"",92,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000030","T101H","Emergency Department",3899,3852,47,98.8,3899,"",3852,"",47,"",98.8,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000030","T202H","Emergency Department",2016,1995,21,99,2016,"",1995,"",21,"",99,"",1,"",0,"",0,"",0,""
"201604","S92000003","S08000030","T205H","Minor Injury Unit or Other",27,27,0,100,27,"",27,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000030","T209H","Minor Injury Unit or Other",272,272,0,100,272,"",272,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000030","T304H","Minor Injury Unit or Other",1112,1112,0,100,1112,"",1112,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000030","T305H","Minor Injury Unit or Other",167,167,0,100,167,"",167,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000030","T316H","Minor Injury Unit or Other",100,100,0,100,100,"",100,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000030","T319H","Minor Injury Unit or Other",501,501,0,100,501,"",501,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000030","T320H","Minor Injury Unit or Other",169,169,0,100,169,"",169,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000030","T357C","Minor Injury Unit or Other",401,401,0,100,401,"",401,"",0,"",100,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000028","W106H","Minor Injury Unit or Other",63,63,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201604","S92000003","S08000028","W107H","Emergency Department",521,519,2,99.6,521,"",519,"",2,"",99.6,"",0,"",0,"",0,"",0,""
"201604","S92000003","S08000028","W108H","Minor Injury Unit or Other",109,109,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000015","A101H","Minor Injury Unit or Other",215,215,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000015","A110H","Minor Injury Unit or Other",83,81,2,97.6,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000015","A111H","Emergency Department",6231,5997,234,96.2,6231,"",5997,"",234,"",96.2,"",15,"",0.2,"",0,"",0,""
"201605","S92000003","S08000015","A210H","Emergency Department",4060,3781,279,93.1,4060,"",3781,"",279,"",93.1,"",31,"",0.8,"",6,"",0.1,""
"201605","S92000003","S08000015","A216H","Minor Injury Unit or Other",102,102,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000016","B103H","Minor Injury Unit or Other",19,19,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000016","B105H","Minor Injury Unit or Other",86,86,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000016","B114H","Minor Injury Unit or Other",15,15,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000016","B118H","Minor Injury Unit or Other",42,42,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000016","B120H","Emergency Department",2733,2535,198,92.8,2733,"",2535,"",198,"",92.8,"",2,"",0.1,"",0,"",0,""
"201605","S92000003","S08000017","Y101H","Minor Injury Unit or Other",31,31,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000017","Y106H","Minor Injury Unit or Other",51,51,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000017","Y109H","Minor Injury Unit or Other",5,5,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000017","Y110H","Minor Injury Unit or Other",11,11,0,100,11,"",11,"",0,"",100,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000017","Y144H","Emergency Department",1028,987,41,96,1028,"",987,"",41,"",96,"",3,"",0.3,"",0,"",0,""
"201605","S92000003","S08000017","Y146H","Emergency Department",3296,3193,103,96.9,3296,"",3193,"",103,"",96.9,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000029","F704H","Emergency Department",5864,5509,355,93.9,5864,"",5509,"",355,"",93.9,"",26,"",0.4,"",0,"",0,""
"201605","S92000003","S08000029","F708H","Minor Injury Unit or Other",157,157,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000029","F709H","Minor Injury Unit or Other",283,282,1,99.6,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000029","F805H","Minor Injury Unit or Other",2169,2155,14,99.4,2169,"",2155,"",14,"",99.4,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000019","V201H","Minor Injury Unit or Other",1490,1488,2,99.9,1490,"",1488,"",2,"",99.9,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000019","V217H","Emergency Department",6011,5453,558,90.7,6011,"",5453,"",558,"",90.7,"",30,"",0.5,"",0,"",0,""
"201605","S92000003","S08000020","N101H","Emergency Department",5057,4741,316,93.8,5057,"",4741,"",316,"",93.8,"",5,"",0.1,"",0,"",0,""
"201605","S92000003","S08000020","N121H","Emergency Department",1694,1680,14,99.2,1694,"",1680,"",14,"",99.2,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000020","N151H","Minor Injury Unit or Other",97,97,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N331H","Minor Injury Unit or Other",12,12,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N332H","Minor Injury Unit or Other",38,38,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N333H","Minor Injury Unit or Other",1581,1580,1,99.9,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N334H","Minor Injury Unit or Other",771,767,4,99.5,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N335H","Minor Injury Unit or Other",319,313,6,98.1,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N336H","Minor Injury Unit or Other",243,243,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N337H","Minor Injury Unit or Other",322,317,5,98.4,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N411H","Emergency Department",2182,2119,63,97.1,2182,"",2119,"",63,"",97.1,"",2,"",0.1,"",0,"",0,""
"201605","S92000003","S08000020","N431H","Minor Injury Unit or Other",69,69,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N432H","Minor Injury Unit or Other",20,20,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N433H","Minor Injury Unit or Other",95,95,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N451H","Minor Injury Unit or Other",18,18,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N494H","Minor Injury Unit or Other",144,144,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000020","N683C","Minor Injury Unit or Other",44,44,0,100,,"z",,"z",,"z",,"z",,"z",,"z",,"z",,"z"
"201605","S92000003","S08000031","C206H","Minor Injury Unit or Other",1641,1610,31,98.1,1641,"",1610,"",31,"",98.1,"",0,"",0,"",0,"",0,""
"201605","S92000003","S08000031","C313H","Emergency Department",2954,2848,106,96.4,2954,"",2848,"",106,"",96.4,"",4,"",0.1,"",0,"",0,""
"201605","S92000003","S08000031","C418H","Emergency Department",6328,5664,664,89.5,6328,"",5664,"",664,"",89.5,"",34,"",0.5,"",1,"",0,""
"201605","S92000003","S08000031","G107H","Emergency Department",8291,7256,1035,87.5,8291,"",7256,"",1035,"",87.5,"",29,"",0.3,"",0,"",0,""
"201605","S92000003","S08000031","G207H","Minor Injury Unit or Other",1881,1881,0,100,1881,"",1881,"",0,"",100,"",0,"",0,"",0,"",0,""
