Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2018Q4,,S08000029,,F704H,,All Inpatients,d,3,,2708,7748,2.86115214180207,,1731,10955,6.32871172732525,
2019Q1,,S08000029,,F704H,,All Inpatients,d,3,,2658,7759,2.91911211437171,,1681,10792,6.41998810232005,
2019Q2,,S08000029,,F704H,,All Inpatients,d,3,,2693,7474,2.77534348310434,,1709,12786,7.4815681685196,
2019Q3,,S08000029,,F704H,,All Inpatients,d,3,,2694,8361,3.10356347438753,,1713,11224,6.55224751897256,
2019Q4,,S08000029,,F704H,,All Inpatients,d,3,,2688,7874,2.92931547619048,,1690,11968,7.08165680473373,
2020Q1,,S08000029,,F704H,,All Inpatients,d,3,,2404,7548,3.13976705490849,,1576,13312,8.44670050761421,
2020Q2,,S08000029,,F704H,,All Inpatients,d,3,,1762,4818,2.73439273552781,,1069,7159,6.69691300280636,
2020Q3,,S08000029,,F704H,,All Inpatients,d,3,,2418,6813,2.81761786600496,,1479,9597,6.48884381338742,
2020Q4,,S08000029,,F704H,,All Inpatients,d,3,,2347,7164,3.05240732850447,,1461,10385,7.10814510609172,
2021Q1,,S08000029,,F704H,,All Inpatients,d,3,,2218,7141,3.21956717763751,,1353,10773,7.96230598669623,
2021Q2,,S08000029,,F704H,,All Inpatients,d,3,,2441,6690,2.74068004916018,,1531,10046,6.56172436316133,
2021Q3,,S08000029,,F704H,,All Inpatients,d,3,,2499,7081,2.83353341336535,,1583,9554,6.03537586860392,
2021Q4,,S08000029,,F704H,,All Inpatients,d,3,,2500,7219,2.8876,,1557,10369,6.65960179833012,
2022Q1,,S08000029,,F704H,,All Inpatients,d,3,,2331,6729,2.88674388674389,,1490,10149,6.81140939597315,
2022Q2,,S08000029,,F704H,,All Inpatients,d,3,,2337,7185,3.07445442875481,,1426,9751,6.83800841514727,
2022Q3,,S08000029,,F704H,,All Inpatients,d,3,,2462,7552,3.06742485783916,,1526,9349,6.1264744429882,
2022Q4,p,S08000029,,F704H,,All Inpatients,d,3,,2404,7391,3.07445923460899,,1492,9384,6.28954423592493,
2017Q4,,S08000029,,F704H,,All Inpatients,d,4,,2225,6419,2.88494382022472,,1425,10042,7.04701754385965,
2018Q1,,S08000029,,F704H,,All Inpatients,d,4,,2271,6946,3.05856450902686,,1407,9934,7.06041222459133,
2018Q2,,S08000029,,F704H,,All Inpatients,d,4,,2170,6335,2.91935483870968,,1412,8729,6.18201133144476,
2018Q3,,S08000029,,F704H,,All Inpatients,d,4,,2046,6055,2.9594330400782,,1324,8991,6.79078549848943,
2018Q4,,S08000029,,F704H,,All Inpatients,d,4,,2152,6565,3.05065055762082,,1383,10443,7.55097613882863,
2019Q1,,S08000029,,F704H,,All Inpatients,d,4,,2134,6539,3.06419868791003,,1401,10959,7.82226980728051,
2019Q2,,S08000029,,F704H,,All Inpatients,d,4,,2269,6596,2.90700749228735,,1492,8926,5.98257372654156,
2019Q3,,S08000029,,F704H,,All Inpatients,d,4,,2153,6323,2.9368323269856,,1394,8179,5.86728837876614,
2019Q4,,S08000029,,F704H,,All Inpatients,d,4,,2298,6637,2.8881636205396,,1455,9524,6.54570446735395,
2020Q1,,S08000029,,F704H,,All Inpatients,d,4,,2055,6823,3.32019464720195,,1361,11015,8.09331373989713,
2020Q2,,S08000029,,F704H,,All Inpatients,d,4,,1568,4283,2.73150510204082,,958,6599,6.88830897703549,
2020Q3,,S08000029,,F704H,,All Inpatients,d,4,,1939,5447,2.8091799896854,,1244,8636,6.94212218649518,
2020Q4,,S08000029,,F704H,,All Inpatients,d,4,,1972,6172,3.12981744421907,,1225,8053,6.57387755102041,
2021Q1,,S08000029,,F704H,,All Inpatients,d,4,,1942,5683,2.92636457260556,,1184,8861,7.4839527027027,
2021Q2,,S08000029,,F704H,,All Inpatients,d,4,,2056,5474,2.6624513618677,,1309,8177,6.24675324675325,
2021Q3,,S08000029,,F704H,,All Inpatients,d,4,,2205,6231,2.82585034013605,,1381,8910,6.45184648805214,
2021Q4,,S08000029,,F704H,,All Inpatients,d,4,,2129,6485,3.0460310004697,,1323,9425,7.12396069538927,
2022Q1,,S08000029,,F704H,,All Inpatients,d,4,,2129,6437,3.02348520432128,,1350,9741,7.21555555555556,
2022Q2,,S08000029,,F704H,,All Inpatients,d,4,,2044,6457,3.15900195694716,,1286,9626,7.48522550544323,
2022Q3,,S08000029,,F704H,,All Inpatients,d,4,,2078,6495,3.12560153994225,,1303,8978,6.89025326170376,
2022Q4,p,S08000029,,F704H,,All Inpatients,d,4,,2131,6496,3.04833411543876,,1332,8817,6.61936936936937,
2017Q4,,S08000029,,F704H,,All Inpatients,d,5,,1478,3783,2.5595399188092,,1013,5582,5.51036525172754,
2018Q1,,S08000029,,F704H,,All Inpatients,d,5,,1605,4156,2.58940809968847,,1038,5402,5.20423892100193,
2018Q2,,S08000029,,F704H,,All Inpatients,d,5,,1603,4130,2.5764192139738,,1082,5913,5.46487985212569,
2018Q3,,S08000029,,F704H,,All Inpatients,d,5,,1456,4077,2.80013736263736,,983,5484,5.57884028484232,
2018Q4,,S08000029,,F704H,,All Inpatients,d,5,,1619,4370,2.69919703520692,,1106,6862,6.20433996383363,
2019Q1,,S08000029,,F704H,,All Inpatients,d,5,,1839,4929,2.68026101141925,,1213,6198,5.10964550700742,
2019Q2,,S08000029,,F704H,,All Inpatients,d,5,,1612,4614,2.86228287841191,,1079,6192,5.7386468952734,
2019Q3,,S08000029,,F704H,,All Inpatients,d,5,,1698,4656,2.74204946996466,,1104,6471,5.86141304347826,
2019Q4,,S08000029,,F704H,,All Inpatients,d,5,,1623,4625,2.84966112138016,,1104,6512,5.89855072463768,
2020Q1,,S08000029,,F704H,,All Inpatients,d,5,,1513,4963,3.28023793787178,,1004,7260,7.23107569721116,
2020Q2,,S08000029,,F704H,,All Inpatients,d,5,,1080,3113,2.88240740740741,,676,4634,6.85502958579882,
2020Q3,,S08000029,,F704H,,All Inpatients,d,5,,1481,4134,2.7913571910871,,973,5717,5.87564234326824,
2020Q4,,S08000029,,F704H,,All Inpatients,d,5,,1419,4163,2.93375616631431,,902,5460,6.05321507760532,
2021Q1,,S08000029,,F704H,,All Inpatients,d,5,,1427,4430,3.1044148563419798,,904,6630,7.33407079646018,
2021Q2,,S08000029,,F704H,,All Inpatients,d,5,,1687,4616,2.73621813870777,,1087,6594,6.06623735050598,
2021Q3,,S08000029,,F704H,,All Inpatients,d,5,,1636,4766,2.91320293398533,,1050,6160,5.86666666666667,
2021Q4,,S08000029,,F704H,,All Inpatients,d,5,,1679,4636,2.76116736152472,,1077,6377,5.92107706592386,
2022Q1,,S08000029,,F704H,,All Inpatients,d,5,,1507,4285,2.84339747843397,,960,6304,6.56666666666667,
2022Q2,,S08000029,,F704H,,All Inpatients,d,5,,1693,5306,3.13408151210868,,1065,7814,7.33708920187793,
2022Q3,,S08000029,,F704H,,All Inpatients,d,5,,1646,4565,2.773390036452,,1054,6524,6.18975332068311,
2022Q4,p,S08000029,,F704H,,All Inpatients,d,5,,1603,4855,3.02869619463506,,1049,6847,6.52716873212583,
2017Q4,,S08000029,,F704H,,All Inpatients,d,,:,46,91,1.97826086956522,,28,109,3.89285714285714,
2018Q1,,S08000029,,F704H,,All Inpatients,d,,:,33,96,2.90909090909091,,18,92,5.11111111111111,
2018Q2,,S08000029,,F704H,,All Inpatients,d,,:,40,69,1.725,,32,102,3.1875,
2018Q3,,S08000029,,F704H,,All Inpatients,d,,:,74,131,1.77027027027027,,49,143,2.91836734693878,
2018Q4,,S08000029,,F704H,,All Inpatients,d,,:,41,112,2.73170731707317,,32,111,3.46875,
2019Q1,,S08000029,,F704H,,All Inpatients,d,,:,55,153,2.78181818181818,,33,167,5.06060606060606,
2019Q2,,S08000029,,F704H,,All Inpatients,d,,:,80,169,2.1125,,48,282,5.875,
2019Q3,,S08000029,,F704H,,All Inpatients,d,,:,75,205,2.73333333333333,,50,160,3.2,
2019Q4,,S08000029,,F704H,,All Inpatients,d,,:,47,106,2.25531914893617,,30,210,7,
2020Q1,,S08000029,,F704H,,All Inpatients,d,,:,27,57,2.11111111111111,,19,114,6,
2020Q2,,S08000029,,F704H,,All Inpatients,d,,:,10,12,1.2,,5,11,2.2,
2020Q3,,S08000029,,F704H,,All Inpatients,d,,:,33,112,3.39393939393939,,24,72,3,
2020Q4,,S08000029,,F704H,,All Inpatients,d,,:,16,16,1,,10,19,1.9,
2021Q1,,S08000029,,F704H,,All Inpatients,d,,:,10,29,2.9,,5,29,5.8,
2021Q2,,S08000029,,F704H,,All Inpatients,d,,:,17,23,1.35294117647059,,12,23,1.91666666666667,
2021Q3,,S08000029,,F704H,,All Inpatients,d,,:,36,70,1.94444444444444,,28,67,2.39285714285714,
2021Q4,,S08000029,,F704H,,All Inpatients,d,,:,31,94,3.03225806451613,,22,99,4.5,
2022Q1,,S08000029,,F704H,,All Inpatients,d,,:,27,151,5.59259259259259,,18,166,9.22222222222222,
2022Q2,,S08000029,,F704H,,All Inpatients,d,,:,39,106,2.71794871794872,,28,105,3.75,
2022Q3,,S08000029,,F704H,,All Inpatients,d,,:,52,96,1.84615384615385,,32,91,2.84375,
2022Q4,p,S08000029,,F704H,,All Inpatients,d,,:,36,61,1.69444444444444,,23,62,2.69565217391304,
2017Q4,,S08000019,,V217H,,All Inpatients,d,1,,2390,10146,4.24518828451883,,1560,11876,7.61282051282051,
2018Q1,,S08000019,,V217H,,All Inpatients,d,1,,2396,10032,4.18697829716194,,1560,13429,8.60833333333333,
2018Q2,,S08000019,,V217H,,All Inpatients,d,1,,2297,8187,3.5642141924249,,1558,9980,6.40564826700899,
2018Q3,,S08000019,,V217H,,All Inpatients,d,1,,2466,9231,3.74330900243309,,1608,10542,6.55597014925373,
2018Q4,,S08000019,,V217H,,All Inpatients,d,1,,2529,9955,3.93633847370502,,1635,11685,7.14678899082569,
2019Q1,,S08000019,,V217H,,All Inpatients,d,1,,2462,10135,4.11657189277011,,1586,11719,7.3890290037831,
2019Q2,,S08000019,,V217H,,All Inpatients,d,1,,3534,9152,2.5897000565931,,1820,11657,6.40494505494506,
2019Q3,,S08000019,,V217H,,All Inpatients,d,1,,4225,9135,2.16213017751479,,2028,11695,5.76676528599606,
2019Q4,,S08000019,,V217H,,All Inpatients,d,1,,4294,9080,2.11457848160224,,1955,10261,5.24859335038363,
2020Q1,,S08000019,,V217H,,All Inpatients,d,1,,3654,9136,2.50027367268747,,1839,11292,6.14029363784666,
2020Q2,,S08000019,,V217H,,All Inpatients,d,1,,2929,6214,2.12154318880164,,1264,7992,6.32278481012658,
2020Q3,,S08000019,,V217H,,All Inpatients,d,1,,3577,7591,2.12216941571149,,1681,8849,5.26412849494349,
2020Q4,,S08000019,,V217H,,All Inpatients,d,1,,3846,8709,2.26443057722309,,1681,9376,5.57763236168947,
2021Q1,,S08000019,,V217H,,All Inpatients,d,1,,3849,9027,2.34528448947779,,1570,11427,7.27834394904459,
2021Q2,,S08000019,,V217H,,All Inpatients,d,1,,4057,7728,1.90485580478186,,1820,10230,5.62087912087912,
2021Q3,,S08000019,,V217H,,All Inpatients,d,1,,3819,9646,2.52579209217073,,1727,10913,6.31905037637522,
2021Q4,,S08000019,,V217H,,All Inpatients,d,1,,3487,9457,2.71207341554345,,1685,11845,7.02967359050445,
2022Q1,,S08000019,,V217H,,All Inpatients,d,1,,3905,9779,2.50422535211268,,1774,11624,6.55242390078918,
2022Q2,,S08000019,,V217H,,All Inpatients,d,1,,4247,10796,2.54202966800094,,1863,12370,6.63982823403113,
2022Q3,,S08000019,,V217H,,All Inpatients,d,1,,4089,11433,2.7960381511372,,1795,12215,6.8050139275766,
2022Q4,p,S08000019,,V217H,,All Inpatients,d,1,,4072,10389,2.55132612966601,,1700,12010,7.06470588235294,
2017Q4,,S08000019,,V217H,,All Inpatients,d,2,,2663,10895,4.09125046939542,,1685,13500,8.01186943620178,
2018Q1,,S08000019,,V217H,,All Inpatients,d,2,,2718,11377,4.18579838116262,,1700,13452,7.91294117647059,
2018Q2,,S08000019,,V217H,,All Inpatients,d,2,,2678,11209,4.18558625840179,,1700,14111,8.30058823529412,
2018Q3,,S08000019,,V217H,,All Inpatients,d,2,,2509,10260,4.08927859705062,,1605,12619,7.86230529595016,
2018Q4,,S08000019,,V217H,,All Inpatients,d,2,,2569,11582,4.508369015181,,1625,13160,8.09846153846154,
2019Q1,,S08000019,,V217H,,All Inpatients,d,2,,2685,11393,4.24320297951583,,1707,12865,7.53661394258934,
2019Q2,,S08000019,,V217H,,All Inpatients,d,2,,4063,11078,2.7265567314792,,2061,12588,6.10771470160116,
2019Q3,,S08000019,,V217H,,All Inpatients,d,2,,4847,10678,2.20301217247782,,2230,14483,6.49461883408072,
2019Q4,,S08000019,,V217H,,All Inpatients,d,2,,4770,11241,2.35660377358491,,2160,14256,6.6,
2020Q1,,S08000019,,V217H,,All Inpatients,d,2,,4166,12878,3.09121459433509,,2085,15384,7.37841726618705,
2020Q2,,S08000019,,V217H,,All Inpatients,d,2,,3275,6616,2.02015267175573,,1530,9773,6.38758169934641,
2020Q3,,S08000019,,V217H,,All Inpatients,d,2,,4098,8790,2.14494875549048,,1880,10776,5.73191489361702,
2020Q4,,S08000019,,V217H,,All Inpatients,d,2,,4092,9245,2.25928641251222,,1831,11769,6.42763517203714,
2021Q1,,S08000019,,V217H,,All Inpatients,d,2,,4659,10126,2.17342777420047,,1825,12495,6.84657534246575,
2021Q2,,S08000019,,V217H,,All Inpatients,d,2,,4596,10652,2.31766753698869,,2020,12866,6.36930693069307,
2021Q3,,S08000019,,V217H,,All Inpatients,d,2,,4094,10540,2.57449926722032,,1798,11955,6.64905450500556,
2021Q4,,S08000019,,V217H,,All Inpatients,d,2,,4081,11818,2.89585885812301,,1891,13517,7.14806980433633,
2022Q1,,S08000019,,V217H,,All Inpatients,d,2,,4364,11549,2.64642529789184,,1900,15542,8.18,
2022Q2,,S08000019,,V217H,,All Inpatients,d,2,,4655,13222,2.84038668098818,,2023,15665,7.74345032130499,
2022Q3,,S08000019,,V217H,,All Inpatients,d,2,,4561,13349,2.92677044507783,,1974,16596,8.40729483282675,
2022Q4,p,S08000019,,V217H,,All Inpatients,d,2,,4784,12966,2.71028428093645,,2020,15300,7.57425742574257,
2017Q4,,S08000019,,V217H,,All Inpatients,d,3,,2405,10190,4.23700623700624,,1540,12038,7.81688311688312,
2018Q1,,S08000019,,V217H,,All Inpatients,d,3,,2373,10237,4.31394858828487,,1510,11739,7.77417218543046,
2018Q2,,S08000019,,V217H,,All Inpatients,d,3,,2416,10005,4.14114238410596,,1554,12769,8.21685971685972,
2018Q3,,S08000019,,V217H,,All Inpatients,d,3,,2274,9183,4.03825857519789,,1444,11524,7.98060941828255,
2018Q4,,S08000019,,V217H,,All Inpatients,d,3,,2416,10515,4.35223509933775,,1567,13910,8.87683471601787,
2019Q1,,S08000019,,V217H,,All Inpatients,d,3,,2374,9929,4.18239258635215,,1504,11758,7.81781914893617,
2019Q2,,S08000019,,V217H,,All Inpatients,d,3,,3657,10020,2.73995077932732,,1850,11843,6.40162162162162,
2019Q3,,S08000019,,V217H,,All Inpatients,d,3,,4174,10438,2.50071873502635,,1917,11552,6.02608242044862,
2019Q4,,S08000019,,V217H,,All Inpatients,d,3,,4257,9655,2.26802912849424,,1922,11968,6.22684703433923,
2020Q1,,S08000019,,V217H,,All Inpatients,d,3,,3545,10354,2.92073342736248,,1720,12519,7.27848837209302,
2020Q2,,S08000019,,V217H,,All Inpatients,d,3,,2976,6618,2.22379032258065,,1305,9344,7.16015325670498,
2020Q3,,S08000019,,V217H,,All Inpatients,d,3,,3338,7460,2.23487118034751,,1580,9322,5.9,
2020Q4,,S08000019,,V217H,,All Inpatients,d,3,,4023,9439,2.34625901068854,,1805,11470,6.35457063711911,
2021Q1,,S08000019,,V217H,,All Inpatients,d,3,,4108,9092,2.21324245374878,,1635,10823,6.61957186544343,
2021Q2,,S08000019,,V217H,,All Inpatients,d,3,,4203,8566,2.03806804663336,,1900,10189,5.36263157894737,
2021Q3,,S08000019,,V217H,,All Inpatients,d,3,,3611,9679,2.6804209360288,,1705,10830,6.35190615835777,
2021Q4,,S08000019,,V217H,,All Inpatients,d,3,,3795,11107,2.92674571805007,,1838,13477,7.33242655059848,
2022Q1,,S08000019,,V217H,,All Inpatients,d,3,,3804,10136,2.664563617245,,1705,12074,7.08152492668622,
2022Q2,,S08000019,,V217H,,All Inpatients,d,3,,4113,10249,2.49185509360564,,1920,12006,6.253125,
2022Q3,,S08000019,,V217H,,All Inpatients,d,3,,3929,10298,2.6210231611097,,1790,12116,6.76871508379888,
2022Q4,p,S08000019,,V217H,,All Inpatients,d,3,,4397,11838,2.69229019786218,,1925,14592,7.58025974025974,
2017Q4,,S08000019,,V217H,,All Inpatients,d,4,,1848,7110,3.8474025974026,,1190,8590,7.21848739495798,
2018Q1,,S08000019,,V217H,,All Inpatients,d,4,,1868,7428,3.97644539614561,,1184,8646,7.30236486486486,
2018Q2,,S08000019,,V217H,,All Inpatients,d,4,,1852,7350,3.96868250539957,,1193,8932,7.48700754400671,
2018Q3,,S08000019,,V217H,,All Inpatients,d,4,,1862,8114,4.35767991407089,,1194,9788,8.19765494137353,
2018Q4,,S08000019,,V217H,,All Inpatients,d,4,,1849,8436,4.56246619794484,,1195,10407,8.70878661087866,
2019Q1,,S08000019,,V217H,,All Inpatients,d,4,,1884,8520,4.52229299363057,,1185,9613,8.11223628691983,
2019Q2,,S08000019,,V217H,,All Inpatients,d,4,,2888,8064,2.79224376731302,,1474,10025,6.80122116689281,
2019Q3,,S08000019,,V217H,,All Inpatients,d,4,,3401,7750,2.27874154660394,,1548,9055,5.84948320413437,
2019Q4,,S08000019,,V217H,,All Inpatients,d,4,,3351,8110,2.42017308266189,,1617,10874,6.7247990105133,
2020Q1,,S08000019,,V217H,,All Inpatients,d,4,,2867,7475,2.60725497035228,,1402,9627,6.86661911554922,
2020Q2,,S08000019,,V217H,,All Inpatients,d,4,,2229,4776,2.14266487213997,,1028,6976,6.78599221789883,
2020Q3,,S08000019,,V217H,,All Inpatients,d,4,,2724,5562,2.04185022026432,,1318,7496,5.68740515933232,
2020Q4,,S08000019,,V217H,,All Inpatients,d,4,,2806,5509,1.96329294369209,,1355,7834,5.78154981549816,
2021Q1,,S08000019,,V217H,,All Inpatients,d,4,,3144,7085,2.25349872773537,,1255,8102,6.45577689243028,
2021Q2,,S08000019,,V217H,,All Inpatients,d,4,,3586,7738,2.15783602900167,,1603,9556,5.96132252027449,
2021Q3,,S08000019,,V217H,,All Inpatients,d,4,,2892,7287,2.51970954356846,,1376,7193,5.22747093023256,
2021Q4,,S08000019,,V217H,,All Inpatients,d,4,,2965,8193,2.76323777403035,,1430,9902,6.92447552447552,
2022Q1,,S08000019,,V217H,,All Inpatients,d,4,,3021,7571,2.5061238000662,,1411,8888,6.29907866761162,
2022Q2,,S08000019,,V217H,,All Inpatients,d,4,,2969,7094,2.38935668575278,,1460,8112,5.55616438356164,
2022Q3,,S08000019,,V217H,,All Inpatients,d,4,,3230,8253,2.55510835913313,,1420,9787,6.89225352112676,
2022Q4,p,S08000019,,V217H,,All Inpatients,d,4,,3272,8195,2.50458435207824,,1465,10130,6.91467576791809,
2017Q4,,S08000019,,V217H,,All Inpatients,d,5,,1477,5409,3.66215301286391,,992,6920,6.9758064516129,
2018Q1,,S08000019,,V217H,,All Inpatients,d,5,,1433,5470,3.81716678297278,,930,6465,6.95161290322581,
2018Q2,,S08000019,,V217H,,All Inpatients,d,5,,1369,5495,4.01387874360847,,928,7876,8.48706896551724,
2018Q3,,S08000019,,V217H,,All Inpatients,d,5,,1431,5083,3.55206149545772,,942,6880,7.3036093418259,
2018Q4,,S08000019,,V217H,,All Inpatients,d,5,,1408,5315,3.77485795454545,,970,7235,7.45876288659794,
2019Q1,,S08000019,,V217H,,All Inpatients,d,5,,1348,5237,3.88501483679525,,877,5457,6.22234891676169,
2019Q2,,S08000019,,V217H,,All Inpatients,d,5,,2239,6029,2.69271996426976,,1195,6855,5.73640167364017,
2019Q3,,S08000019,,V217H,,All Inpatients,d,5,,2796,9460,3.38340486409156,,1344,10415,7.74925595238095,
2019Q4,,S08000019,,V217H,,All Inpatients,d,5,,2879,7257,2.52066689822855,,1365,8883,6.50769230769231,
2020Q1,,S08000019,,V217H,,All Inpatients,d,5,,2368,6333,2.67440878378378,,1213,7817,6.44435284418796,
2020Q2,,S08000019,,V217H,,All Inpatients,d,5,,1812,4284,2.36423841059603,,845,5110,6.04733727810651,
2020Q3,,S08000019,,V217H,,All Inpatients,d,5,,2274,5192,2.28320140721196,,1114,6404,5.74865350089767,
2020Q4,,S08000019,,V217H,,All Inpatients,d,5,,2431,5646,2.32250102838338,,1164,7146,6.13917525773196,
2021Q1,,S08000019,,V217H,,All Inpatients,d,5,,2432,5694,2.34128289473684,,1046,7319,6.99713193116635,
2021Q2,,S08000019,,V217H,,All Inpatients,d,5,,2715,5653,2.08213627992634,,1257,7045,5.60461416070008,
2021Q3,,S08000019,,V217H,,All Inpatients,d,5,,2367,5847,2.4702154626109,,1210,6561,5.42231404958678,
2021Q4,,S08000019,,V217H,,All Inpatients,d,5,,2446,6295,2.57358953393295,,1228,6830,5.56188925081433,
2022Q1,,S08000019,,V217H,,All Inpatients,d,5,,2424,6292,2.5957095709571,,1204,6905,5.73504983388704,
2022Q2,,S08000019,,V217H,,All Inpatients,d,5,,2842,7274,2.5594651653765,,1370,9979,7.28394160583942,
2022Q3,,S08000019,,V217H,,All Inpatients,d,5,,2729,6852,2.51080982044705,,1275,7301,5.72627450980392,
2022Q4,p,S08000019,,V217H,,All Inpatients,d,5,,2970,6368,2.14410774410774,,1340,7810,5.82835820895522,
2017Q4,,S08000019,,V217H,,All Inpatients,d,,:,44,149,3.38636363636364,,31,150,4.83870967741935,
2018Q1,,S08000019,,V217H,,All Inpatients,d,,:,26,108,4.15384615384615,,19,109,5.73684210526316,
2018Q2,,S08000019,,V217H,,All Inpatients,d,,:,75,239,3.18666666666667,,53,274,5.16981132075472,
2018Q3,,S08000019,,V217H,,All Inpatients,d,,:,112,305,2.72321428571429,,72,279,3.875,
2018Q4,,S08000019,,V217H,,All Inpatients,d,,:,63,140,2.22222222222222,,44,152,3.45454545454545,
2019Q1,,S08000019,,V217H,,All Inpatients,d,,:,32,120,3.75,,24,118,4.91666666666667,
2019Q2,,S08000019,,V217H,,All Inpatients,d,,:,102,176,1.72549019607843,,60,232,3.86666666666667,
2019Q3,,S08000019,,V217H,,All Inpatients,d,,:,103,135,1.31067961165049,,59,125,2.11864406779661,
2019Q4,,S08000019,,V217H,,All Inpatients,d,,:,77,150,1.94805194805195,,34,150,4.41176470588235,
2020Q1,,S08000019,,V217H,,All Inpatients,d,,:,39,50,1.28205128205128,,28,51,1.82142857142857,
2020Q2,,S08000019,,V217H,,All Inpatients,d,,:,39,50,1.28205128205128,,21,50,2.38095238095238,
2020Q3,,S08000019,,V217H,,All Inpatients,d,,:,37,70,1.89189189189189,,25,95,3.8,
2020Q4,,S08000019,,V217H,,All Inpatients,d,,:,20,27,1.35,,11,26,2.36363636363636,
2021Q1,,S08000019,,V217H,,All Inpatients,d,,:,32,31,0.96875,,12,25,2.08333333333333,
2021Q2,,S08000019,,V217H,,All Inpatients,d,,:,64,126,1.96875,,38,100,2.63157894736842,
2021Q3,,S08000019,,V217H,,All Inpatients,d,,:,72,149,2.06944444444444,,42,143,3.4047619047619,
2021Q4,,S08000019,,V217H,,All Inpatients,d,,:,45,128,2.84444444444444,,27,127,4.7037037037037,
2022Q1,,S08000019,,V217H,,All Inpatients,d,,:,46,42,0.91304347826087,,20,34,1.7,
2022Q2,,S08000019,,V217H,,All Inpatients,d,,:,55,103,1.87272727272727,,30,110,3.66666666666667,
2022Q3,,S08000019,,V217H,,All Inpatients,d,,:,71,129,1.8169014084507,,38,129,3.39473684210526,
2022Q4,p,S08000019,,V217H,,All Inpatients,d,,:,48,129,2.6875,,26,129,4.96153846153846,
2017Q4,,S08000019,,S08000019,d,All Inpatients,d,1,,2439,11885,4.87289872898729,,1563,11883,7.60268714011516,
2018Q1,,S08000019,,S08000019,d,All Inpatients,d,1,,2448,12947,5.28880718954248,,1563,13472,8.61932181701855,
2018Q2,,S08000019,,S08000019,d,All Inpatients,d,1,,2339,9650,4.12569474134245,,1558,9980,6.40564826700899,
2018Q3,,S08000019,,S08000019,d,All Inpatients,d,1,,2496,10518,4.21394230769231,,1610,10567,6.5633540372670804,
2018Q4,,S08000019,,S08000019,d,All Inpatients,d,1,,2559,11372,4.44392340758109,,1638,11685,7.13369963369963,
2019Q1,,S08000019,,S08000019,d,All Inpatients,d,1,,2506,12065,4.81444533120511,,1591,11857,7.45254556882464,
2019Q2,,S08000019,,S08000019,d,All Inpatients,d,1,,3585,12071,3.36708507670851,,1824,11823,6.48190789473684,
2019Q3,,S08000019,,S08000019,d,All Inpatients,d,1,,4287,11190,2.61021693491952,,2034,12104,5.95083579154376,
2019Q4,,S08000019,,S08000019,d,All Inpatients,d,1,,4344,10336,2.37937384898711,,1957,10276,5.2508942258559,
2020Q1,,S08000019,,S08000019,d,All Inpatients,d,1,,3732,11061,2.96382636655949,,1845,11364,6.15934959349593,
2020Q2,,S08000019,,S08000019,d,All Inpatients,d,1,,3011,7908,2.62636997675191,,1269,8168,6.43656422379827,
2020Q3,,S08000019,,S08000019,d,All Inpatients,d,1,,3632,9399,2.58783039647577,,1684,9012,5.35154394299287,
2020Q4,,S08000019,,S08000019,d,All Inpatients,d,1,,3888,9971,2.56455761316872,,1684,9800,5.81947743467934,
2021Q1,,S08000019,,S08000019,d,All Inpatients,d,1,,3902,11216,2.87442337262942,,1572,11598,7.37786259541985,
2021Q2,,S08000019,,S08000019,d,All Inpatients,d,1,,4086,9563,2.34043073910915,,1822,10335,5.67233809001098,
2021Q3,,S08000019,,S08000019,d,All Inpatients,d,1,,3857,11193,2.90199637023593,,1730,10922,6.31329479768786,
2021Q4,,S08000019,,S08000019,d,All Inpatients,d,1,,3534,11665,3.30079230333899,,1689,11846,7.01361752516282,
2022Q1,,S08000019,,S08000019,d,All Inpatients,d,1,,3959,11160,2.81889366001516,,1777,11629,6.54417557681486,
2022Q2,,S08000019,,S08000019,d,All Inpatients,d,1,,4294,12798,2.98043782021425,,1863,12370,6.63982823403113,
2022Q3,,S08000019,,S08000019,d,All Inpatients,d,1,,4122,12718,3.08539543910723,,1796,12215,6.80122494432071,
2022Q4,p,S08000019,,S08000019,d,All Inpatients,d,1,,4132,12679,3.06848983543078,,1707,12010,7.03573520796719,
2017Q4,,S08000019,,S08000019,d,All Inpatients,d,2,,2731,13347,4.8872207982424,,1685,13502,8.01305637982196,
2018Q1,,S08000019,,S08000019,d,All Inpatients,d,2,,2781,13856,4.98238043869112,,1704,13462,7.90023474178404,
2018Q2,,S08000019,,S08000019,d,All Inpatients,d,2,,2750,13928,5.06472727272727,,1700,14111,8.30058823529412,
2018Q3,,S08000019,,S08000019,d,All Inpatients,d,2,,2546,11669,4.58326787117046,,1605,12619,7.86230529595016,
2018Q4,,S08000019,,S08000019,d,All Inpatients,d,2,,2616,13216,5.0519877675841,,1629,13161,8.07918968692449,
2019Q1,,S08000019,,S08000019,d,All Inpatients,d,2,,2740,13369,4.87919708029197,,1711,13100,7.65634132086499,
2019Q2,,S08000019,,S08000019,d,All Inpatients,d,2,,4106,13574,3.30589381393083,,2061,12588,6.10771470160116,
