WeekEnding,HB,HBQF,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
20220918,S92000003,d,Emergency,,All,d,11140,11749,-5.2
20220918,S92000003,d,Emergency,,Cancer,,136,132,3
20220918,S92000003,d,Emergency,,Cardiology,,336,343.5,-2.2
20220918,S92000003,d,Emergency,,Community,,120,182,-34.1
20220918,S92000003,d,Emergency,,Gynaecology,,226,198,14.1
20220918,S92000003,d,Emergency,,Medical (excl. Cardiology & Cancer),,5834,6295,-7.3
20220918,S92000003,d,Emergency,,Medical (incl. Cardiology & Cancer),,6306,6770.5,-6.9
20220918,S92000003,d,Emergency,,Paediatrics (medical & surgical),,1314,1135,15.8
20220918,S92000003,d,Emergency,,Paediatrics (medical),,1241,1093,13.5
20220918,S92000003,d,Emergency,,Paediatrics (surgical),,73,42,73.8
20220918,S92000003,d,Emergency,,Surgery,,2927,3047.5,-4
20220918,S92000003,d,Emergency,,NA,NA,20,6.5,207.7
20220918,NA,NA,Emergency,,All,d,15,16,-6.2
20220918,NA,NA,Emergency,,Cardiology,,14,15.5,-9.7
20220918,NA,NA,Emergency,,Medical (incl. Cardiology & Cancer),,14,15.5,-9.7
20220925,S08000015,,Emergency,,Accident & Emergency,,6,24,-75
20220925,S08000015,,Emergency,,All,d,774,1009,-23.3
20220925,S08000015,,Emergency,,Cardiology,,16,14,14.3
20220925,S08000015,,Emergency,,Medical (excl. Cardiology & Cancer),,478,607,-21.3
20220925,S08000015,,Emergency,,Medical (incl. Cardiology & Cancer),,494,621,-20.5
20220925,S08000015,,Emergency,,Paediatrics (medical & surgical),,112,123,-8.9
20220925,S08000015,,Emergency,,Paediatrics (medical),,112,123,-8.9
20220925,S08000015,,Emergency,,Surgery,,153,237.5,-35.6
20220925,S08000015,,Emergency,,NA,NA,9,3.5,157.1
20220925,S08000016,,Emergency,,All,d,199,260,-23.5
20220925,S08000016,,Emergency,,Cardiology,,5,3.5,42.9
20220925,S08000016,,Emergency,,Medical (excl. Cardiology & Cancer),,114,149.5,-23.7
20220925,S08000016,,Emergency,,Medical (incl. Cardiology & Cancer),,119,153,-22.2
20220925,S08000016,,Emergency,,Paediatrics (medical & surgical),,35,36.5,-4.1
20220925,S08000016,,Emergency,,Paediatrics (medical),,35,36.5,-4.1
20220925,S08000016,,Emergency,,Surgery,,45,66.5,-32.3
20220925,S08000017,,Emergency,,All,d,320,353,-9.3
20220925,S08000017,,Emergency,,Community,,20,22,-9.1
20220925,S08000017,,Emergency,,Medical (excl. Cardiology & Cancer),,166,184,-9.8
20220925,S08000017,,Emergency,,Medical (incl. Cardiology & Cancer),,168,185,-9.2
20220925,S08000017,,Emergency,,Paediatrics (medical & surgical),,50,38.5,29.9
20220925,S08000017,,Emergency,,Paediatrics (medical),,50,38.5,29.9
20220925,S08000017,,Emergency,,Surgery,,78,94.5,-17.5
20220925,S08000019,,Emergency,,All,d,672,707.5,-5
20220925,S08000019,,Emergency,,Gynaecology,,18,24,-25
20220925,S08000019,,Emergency,,Medical (excl. Cardiology & Cancer),,419,406.5,3.1
20220925,S08000019,,Emergency,,Medical (incl. Cardiology & Cancer),,421,408,3.2
20220925,S08000019,,Emergency,,Paediatrics (medical & surgical),,77,87,-11.5
20220925,S08000019,,Emergency,,Paediatrics (medical),,77,86.5,-11
20220925,S08000019,,Emergency,,Surgery,,154,182,-15.4
20220925,S08000020,,Emergency,,Accident & Emergency,,19,58.5,-67.5
20220925,S08000020,,Emergency,,All,d,1053,1056.5,-0.3
20220925,S08000020,,Emergency,,Cancer,,24,21,14.3
20220925,S08000020,,Emergency,,Cardiology,,46,30,53.3
20220925,S08000020,,Emergency,,Community,,16,45.5,-64.8
20220925,S08000020,,Emergency,,Gynaecology,,11,13.5,-18.5
20220925,S08000020,,Emergency,,Medical (excl. Cardiology & Cancer),,504,477.5,5.5
20220925,S08000020,,Emergency,,Medical (incl. Cardiology & Cancer),,574,528.5,8.6
20220925,S08000020,,Emergency,,Paediatrics (medical & surgical),,142,106.5,33.3
20220925,S08000020,,Emergency,,Paediatrics (medical),,125,97.5,28.2
20220925,S08000020,,Emergency,,Paediatrics (surgical),,17,9,88.9
20220925,S08000020,,Emergency,,Surgery,,291,303,-4
20220925,S08000022,,Emergency,,All,d,571,640.5,-10.9
20220925,S08000022,,Emergency,,Cardiology,,15,7.5,100
20220925,S08000022,,Emergency,,Community,,49,78,-37.2
20220925,S08000022,,Emergency,,Gynaecology,,18,18,-0
20220925,S08000022,,Emergency,,Medical (excl. Cardiology & Cancer),,262,296,-11.5
20220925,S08000022,,Emergency,,Medical (incl. Cardiology & Cancer),,277,304,-8.9
20220925,S08000022,,Emergency,,Paediatrics (medical & surgical),,78,66,18.2
20220925,S08000022,,Emergency,,Paediatrics (medical),,78,66,18.2
20220925,S08000022,,Emergency,,Surgery,,148,174.5,-15.2
20220925,S08000024,,Emergency,,Accident & Emergency,,34,143.5,-76.3
20220925,S08000024,,Emergency,,All,d,1539,1702.5,-9.6
20220925,S08000024,,Emergency,,Cancer,,56,61.5,-8.9
20220925,S08000024,,Emergency,,Cardiology,,38,38.5,-1.3
20220925,S08000024,,Emergency,,Gynaecology,,30,25.5,17.6
20220925,S08000024,,Emergency,,Medical (excl. Cardiology & Cancer),,780,840,-7.1
20220925,S08000024,,Emergency,,Medical (incl. Cardiology & Cancer),,874,940,-7
20220925,S08000024,,Emergency,,Paediatrics (medical & surgical),,180,146,23.3
20220925,S08000024,,Emergency,,Paediatrics (medical),,160,135.5,18.1
20220925,S08000024,,Emergency,,Paediatrics (surgical),,20,10.5,90.5
20220925,S08000024,,Emergency,,Surgery,,421,447.5,-5.9
20220925,S08000025,,Emergency,,All,d,29,27.5,5.5
20220925,S08000025,,Emergency,,Medical (excl. Cardiology & Cancer),,20,18.5,8.1
20220925,S08000025,,Emergency,,Medical (incl. Cardiology & Cancer),,20,19,5.3
20220925,S08000025,,Emergency,,Surgery,,8,8.5,-5.9
20220925,S08000026,,Emergency,,All,d,42,48,-12.5
20220925,S08000026,,Emergency,,Medical (excl. Cardiology & Cancer),,24,27,-11.1
20220925,S08000026,,Emergency,,Medical (incl. Cardiology & Cancer),,24,27,-11.1
20220925,S08000026,,Emergency,,Surgery,,18,21,-14.3
20220925,S08000028,,Emergency,,All,d,63,53,18.9
20220925,S08000028,,Emergency,,Community,,13,9,44.4
20220925,S08000028,,Emergency,,Medical (excl. Cardiology & Cancer),,29,27.5,5.5
20220925,S08000028,,Emergency,,Medical (incl. Cardiology & Cancer),,29,27.5,5.5
20220925,S08000028,,Emergency,,Paediatrics (medical & surgical),,7,1.5,366.7
20220925,S08000028,,Emergency,,Paediatrics (medical),,7,1.5,366.7
20220925,S08000028,,Emergency,,Surgery,,14,15,-6.7
20220925,S08000029,,Emergency,,Accident & Emergency,,66,61,8.2
20220925,S08000029,,Emergency,,All,d,780,808.5,-3.5
20220925,S08000029,,Emergency,,Cardiology,,30,22.5,33.3
20220925,S08000029,,Emergency,,Community,,18,6,200
20220925,S08000029,,Emergency,,Gynaecology,,22,17,29.4
20220925,S08000029,,Emergency,,Medical (excl. Cardiology & Cancer),,374,431.5,-13.3
20220925,S08000029,,Emergency,,Medical (incl. Cardiology & Cancer),,405,454,-10.8
20220925,S08000029,,Emergency,,Paediatrics (medical & surgical),,93,93,-0
20220925,S08000029,,Emergency,,Paediatrics (medical),,93,93,-0
20220925,S08000029,,Emergency,,Surgery,,176,177.5,-0.8
20220925,S08000030,,Emergency,,Accident & Emergency,,105,85,23.5
20220925,S08000030,,Emergency,,All,d,1081,1026.5,5.3
20220925,S08000030,,Emergency,,Cancer,,14,23,-39.1
20220925,S08000030,,Emergency,,Cardiology,,25,26,-3.8
20220925,S08000030,,Emergency,,Gynaecology,,20,17.5,14.3
20220925,S08000030,,Emergency,,Medical (excl. Cardiology & Cancer),,476,492,-3.3
20220925,S08000030,,Emergency,,Medical (incl. Cardiology & Cancer),,515,541,-4.8
20220925,S08000030,,Emergency,,Paediatrics (medical & surgical),,136,115,18.3
20220925,S08000030,,Emergency,,Paediatrics (medical),,136,115,18.3
20220925,S08000030,,Emergency,,Surgery,,304,253,20.2
20220925,S08000031,,Emergency,,Accident & Emergency,,29,43.5,-33.3
20220925,S08000031,,Emergency,,All,d,2649,2763.5,-4.1
20220925,S08000031,,Emergency,,Cancer,,51,26.5,92.5
20220925,S08000031,,Emergency,,Cardiology,,95,107,-11.2
20220925,S08000031,,Emergency,,Gynaecology,,69,31.5,119
20220925,S08000031,,Emergency,,Medical (excl. Cardiology & Cancer),,1366,1561,-12.5
20220925,S08000031,,Emergency,,Medical (incl. Cardiology & Cancer),,1512,1694.5,-10.8
20220925,S08000031,,Emergency,,Paediatrics (medical & surgical),,258,219.5,17.5
20220925,S08000031,,Emergency,,Paediatrics (medical),,226,207.5,8.9
20220925,S08000031,,Emergency,,Paediatrics (surgical),,32,12,166.7
20220925,S08000031,,Emergency,,Surgery,,771,771.5,-0.1
20220925,S08000031,,Emergency,,NA,NA,9,3,200
20220925,S08000032,,Emergency,,All,d,1309,1496,-12.5
20220925,S08000032,,Emergency,,Cardiology,,74,80,-7.5
20220925,S08000032,,Emergency,,Gynaecology,,28,23.5,19.1
20220925,S08000032,,Emergency,,Medical (excl. Cardiology & Cancer),,776,860,-9.8
20220925,S08000032,,Emergency,,Medical (incl. Cardiology & Cancer),,850,941.5,-9.7
20220925,S08000032,,Emergency,,Paediatrics (medical & surgical),,137,137.5,-0.4
20220925,S08000032,,Emergency,,Paediatrics (medical),,137,137.5,-0.4
20220925,S08000032,,Emergency,,Surgery,,292,386,-24.4
20220925,S92000003,d,Emergency,,Accident & Emergency,,263,429,-38.7
20220925,S92000003,d,Emergency,,All,d,11091,11968.5,-7.3
20220925,S92000003,d,Emergency,,Cancer,,146,134.5,8.6
20220925,S92000003,d,Emergency,,Cardiology,,357,344,3.8
20220925,S92000003,d,Emergency,,Community,,117,179.5,-34.8
20220925,S92000003,d,Emergency,,Gynaecology,,221,183.5,20.4
20220925,S92000003,d,Emergency,,Medical (excl. Cardiology & Cancer),,5788,6378,-9.3
20220925,S92000003,d,Emergency,,Medical (incl. Cardiology & Cancer),,6291,6856.5,-8.2
20220925,S92000003,d,Emergency,,Paediatrics (medical & surgical),,1305,1170,11.5
20220925,S92000003,d,Emergency,,Paediatrics (medical),,1236,1138,8.6
20220925,S92000003,d,Emergency,,Paediatrics (surgical),,69,32,115.6
20220925,S92000003,d,Emergency,,Surgery,,2874,3142,-8.5
20220925,S92000003,d,Emergency,,NA,NA,18,6.5,176.9
20220925,NA,NA,Emergency,,All,d,10,16.5,-39.4
20220925,NA,NA,Emergency,,Cardiology,,9,12.5,-28
20220925,NA,NA,Emergency,,Medical (incl. Cardiology & Cancer),,9,12.5,-28
20221002,S08000015,,Emergency,,Accident & Emergency,,6,25.5,-76.5
20221002,S08000015,,Emergency,,All,d,865,990,-12.6
20221002,S08000015,,Emergency,,Cardiology,,11,9.5,15.8
20221002,S08000015,,Emergency,,Medical (excl. Cardiology & Cancer),,547,600.5,-8.9
20221002,S08000015,,Emergency,,Medical (incl. Cardiology & Cancer),,558,610,-8.5
20221002,S08000015,,Emergency,,Paediatrics (medical & surgical),,117,120.5,-2.9
20221002,S08000015,,Emergency,,Paediatrics (medical),,117,120.5,-2.9
20221002,S08000015,,Emergency,,Surgery,,175,230.5,-24.1
20221002,S08000015,,Emergency,,NA,NA,9,3.5,157.1
20221002,S08000016,,Emergency,,All,d,201,229.5,-12.4
20221002,S08000016,,Emergency,,Cardiology,,6,8.5,-29.4
20221002,S08000016,,Emergency,,Medical (excl. Cardiology & Cancer),,108,126,-14.3
20221002,S08000016,,Emergency,,Medical (incl. Cardiology & Cancer),,114,134.5,-15.2
20221002,S08000016,,Emergency,,Paediatrics (medical & surgical),,24,39.5,-39.2
20221002,S08000016,,Emergency,,Paediatrics (medical),,24,39.5,-39.2
20221002,S08000016,,Emergency,,Surgery,,63,50.5,24.8
20221002,S08000017,,Emergency,,All,d,335,363.5,-7.8
20221002,S08000017,,Emergency,,Community,,26,24,8.3
20221002,S08000017,,Emergency,,Medical (excl. Cardiology & Cancer),,167,190,-12.1
20221002,S08000017,,Emergency,,Medical (incl. Cardiology & Cancer),,167,190.5,-12.3
20221002,S08000017,,Emergency,,Paediatrics (medical & surgical),,65,45.5,42.9
20221002,S08000017,,Emergency,,Paediatrics (medical),,65,45.5,42.9
20221002,S08000017,,Emergency,,Surgery,,77,90.5,-14.9
20221002,S08000019,,Emergency,,All,d,655,659.5,-0.7
20221002,S08000019,,Emergency,,Gynaecology,,19,23.5,-19.1
20221002,S08000019,,Emergency,,Medical (excl. Cardiology & Cancer),,406,383,6
20221002,S08000019,,Emergency,,Medical (incl. Cardiology & Cancer),,407,385.5,5.6
20221002,S08000019,,Emergency,,Paediatrics (medical & surgical),,69,80,-13.8
20221002,S08000019,,Emergency,,Paediatrics (medical),,69,80,-13.8
20221002,S08000019,,Emergency,,Surgery,,157,160,-1.9
20221002,S08000020,,Emergency,,Accident & Emergency,,15,52.5,-71.4
20221002,S08000020,,Emergency,,All,d,989,1061,-6.8
20221002,S08000020,,Emergency,,Cancer,,30,23,30.4
20221002,S08000020,,Emergency,,Cardiology,,44,30.5,44.3
20221002,S08000020,,Emergency,,Community,,22,46,-52.2
20221002,S08000020,,Emergency,,Gynaecology,,8,11.5,-30.4
20221002,S08000020,,Emergency,,Medical (excl. Cardiology & Cancer),,481,467.5,2.9
20221002,S08000020,,Emergency,,Medical (incl. Cardiology & Cancer),,555,521,6.5
20221002,S08000020,,Emergency,,Paediatrics (medical & surgical),,126,106,18.9
20221002,S08000020,,Emergency,,Paediatrics (medical),,113,98.5,14.7
20221002,S08000020,,Emergency,,Paediatrics (surgical),,13,7.5,73.3
20221002,S08000020,,Emergency,,Surgery,,263,322,-18.3
20221002,S08000022,,Emergency,,All,d,601,637,-5.7
20221002,S08000022,,Emergency,,Cardiology,,13,6,116.7
20221002,S08000022,,Emergency,,Community,,57,86.5,-34.1
20221002,S08000022,,Emergency,,Gynaecology,,11,14,-21.4
20221002,S08000022,,Emergency,,Medical (excl. Cardiology & Cancer),,273,318,-14.2
20221002,S08000022,,Emergency,,Medical (incl. Cardiology & Cancer),,286,324,-11.7
20221002,S08000022,,Emergency,,Paediatrics (medical & surgical),,93,57.5,61.7
20221002,S08000022,,Emergency,,Paediatrics (medical),,93,57.5,61.7
20221002,S08000022,,Emergency,,Surgery,,154,155,-0.6
20221002,S08000024,,Emergency,,Accident & Emergency,,60,133,-54.9
20221002,S08000024,,Emergency,,All,d,1502,1765,-14.9
20221002,S08000024,,Emergency,,Cancer,,73,70,4.3
20221002,S08000024,,Emergency,,Cardiology,,44,47,-6.4
20221002,S08000024,,Emergency,,Gynaecology,,23,32.5,-29.2
20221002,S08000024,,Emergency,,Medical (excl. Cardiology & Cancer),,735,868,-15.3
20221002,S08000024,,Emergency,,Medical (incl. Cardiology & Cancer),,852,985,-13.5
20221002,S08000024,,Emergency,,Paediatrics (medical & surgical),,175,172,1.7
20221002,S08000024,,Emergency,,Paediatrics (medical),,158,153,3.3
20221002,S08000024,,Emergency,,Paediatrics (surgical),,17,19,-10.5
20221002,S08000024,,Emergency,,Surgery,,392,442.5,-11.4
20221002,S08000025,,Emergency,,All,d,26,40.5,-35.8
20221002,S08000025,,Emergency,,Medical (excl. Cardiology & Cancer),,17,26.5,-35.8
20221002,S08000025,,Emergency,,Medical (incl. Cardiology & Cancer),,17,26.5,-35.8
20221002,S08000025,,Emergency,,Surgery,,9,13.5,-33.3
20221002,S08000026,,Emergency,,All,d,35,35,-0
20221002,S08000026,,Emergency,,Medical (excl. Cardiology & Cancer),,19,23.5,-19.1
20221002,S08000026,,Emergency,,Medical (incl. Cardiology & Cancer),,19,23.5,-19.1
20221002,S08000026,,Emergency,,Surgery,,15,11.5,30.4
20221002,S08000028,,Emergency,,All,d,54,58.5,-7.7
20221002,S08000028,,Emergency,,Community,,10,11.5,-13
20221002,S08000028,,Emergency,,Medical (excl. Cardiology & Cancer),,28,30.5,-8.2
20221002,S08000028,,Emergency,,Medical (incl. Cardiology & Cancer),,28,30.5,-8.2
20221002,S08000028,,Emergency,,Surgery,,13,15.5,-16.1
20221002,S08000029,,Emergency,,Accident & Emergency,,50,62.5,-20
20221002,S08000029,,Emergency,,All,d,835,821,1.7
20221002,S08000029,,Emergency,,Cardiology,,20,31,-35.5
20221002,S08000029,,Emergency,,Community,,20,11.5,73.9
20221002,S08000029,,Emergency,,Gynaecology,,31,19.5,59
20221002,S08000029,,Emergency,,Medical (excl. Cardiology & Cancer),,426,414.5,2.8
20221002,S08000029,,Emergency,,Medical (incl. Cardiology & Cancer),,446,445.5,0.1
20221002,S08000029,,Emergency,,Paediatrics (medical & surgical),,98,88.5,10.7
20221002,S08000029,,Emergency,,Paediatrics (medical),,98,88,11.4
20221002,S08000029,,Emergency,,Surgery,,190,193.5,-1.8
20221002,S08000030,,Emergency,,Accident & Emergency,,108,69.5,55.4
20221002,S08000030,,Emergency,,All,d,1114,970.5,14.8
20221002,S08000030,,Emergency,,Cancer,,15,18,-16.7
20221002,S08000030,,Emergency,,Cardiology,,31,24,29.2
20221002,S08000030,,Emergency,,Gynaecology,,16,13,23.1
20221002,S08000030,,Emergency,,Medical (excl. Cardiology & Cancer),,496,488.5,1.5
20221002,S08000030,,Emergency,,Medical (incl. Cardiology & Cancer),,542,530.5,2.2
20221002,S08000030,,Emergency,,Paediatrics (medical & surgical),,155,108.5,42.9
20221002,S08000030,,Emergency,,Paediatrics (medical),,155,108.5,42.9
20221002,S08000030,,Emergency,,Surgery,,293,239.5,22.3
20221002,S08000031,,Emergency,,Accident & Emergency,,17,43,-60.5
20221002,S08000031,,Emergency,,All,d,2590,2740,-5.5
20221002,S08000031,,Emergency,,Cancer,,46,27,70.4
20221002,S08000031,,Emergency,,Cardiology,,71,112.5,-36.9
20221002,S08000031,,Emergency,,Gynaecology,,86,48.5,77.3
20221002,S08000031,,Emergency,,Medical (excl. Cardiology & Cancer),,1353,1557,-13.1
20221002,S08000031,,Emergency,,Medical (incl. Cardiology & Cancer),,1470,1696.5,-13.4
20221002,S08000031,,Emergency,,Paediatrics (medical & surgical),,282,217.5,29.7
20221002,S08000031,,Emergency,,Paediatrics (medical),,249,202,23.3
20221002,S08000031,,Emergency,,Paediatrics (surgical),,33,15.5,112.9
20221002,S08000031,,Emergency,,Surgery,,726,729,-0.4
20221002,S08000031,,Emergency,,NA,NA,9,5.5,63.6
20221002,S08000032,,Emergency,,All,d,1282,1499,-14.5
20221002,S08000032,,Emergency,,Cardiology,,77,87,-11.5
20221002,S08000032,,Emergency,,Gynaecology,,18,23.5,-23.4
20221002,S08000032,,Emergency,,Medical (excl. Cardiology & Cancer),,721,916.5,-21.3
20221002,S08000032,,Emergency,,Medical (incl. Cardiology & Cancer),,798,1005,-20.6
20221002,S08000032,,Emergency,,Paediatrics (medical & surgical),,148,123,20.3
20221002,S08000032,,Emergency,,Paediatrics (medical),,148,123,20.3
20221002,S08000032,,Emergency,,Surgery,,317,341.5,-7.2
20221002,S92000003,d,Emergency,,Accident & Emergency,,260,402.5,-35.4
20221002,S92000003,d,Emergency,,All,d,11096,11880,-6.6
20221002,S92000003,d,Emergency,,Cancer,,164,139.5,17.6
20221002,S92000003,d,Emergency,,Cardiology,,326,368.5,-11.5
20221002,S92000003,d,Emergency,,Community,,135,194,-30.4
20221002,S92000003,d,Emergency,,Gynaecology,,214,199.5,7.3
20221002,S92000003,d,Emergency,,Medical (excl. Cardiology & Cancer),,5777,6410,-9.9
20221002,S92000003,d,Emergency,,Medical (incl. Cardiology & Cancer),,6267,6918,-9.4
20221002,S92000003,d,Emergency,,Paediatrics (medical & surgical),,1354,1159.5,16.8
20221002,S92000003,d,Emergency,,Paediatrics (medical),,1291,1117,15.6
20221002,S92000003,d,Emergency,,Paediatrics (surgical),,63,42.5,48.2
20221002,S92000003,d,Emergency,,Surgery,,2848,2995.5,-4.9
20221002,S92000003,d,Emergency,,NA,NA,18,9,100
20221002,NA,NA,Emergency,,All,d,12,10,20
20221002,NA,NA,Emergency,,Cardiology,,8,9.5,-15.8
20221002,NA,NA,Emergency,,Medical (incl. Cardiology & Cancer),,8,9.5,-15.8
20221009,S08000015,,Emergency,,All,d,864,1105,-21.8
20221009,S08000015,,Emergency,,Cardiology,,6,11,-45.5
20221009,S08000015,,Emergency,,Medical (excl. Cardiology & Cancer),,546,671.5,-18.7
20221009,S08000015,,Emergency,,Medical (incl. Cardiology & Cancer),,552,682.5,-19.1
20221009,S08000015,,Emergency,,Paediatrics (medical & surgical),,136,144,-5.6
20221009,S08000015,,Emergency,,Paediatrics (medical),,135,144,-6.2
20221009,S08000015,,Emergency,,Surgery,,165,251,-34.3
20221009,S08000015,,Emergency,,NA,NA,8,4.5,77.8
20221009,S08000016,,Emergency,,All,d,185,236.5,-21.8
20221009,S08000016,,Emergency,,Cardiology,,9,11,-18.2
20221009,S08000016,,Emergency,,Medical (excl. Cardiology & Cancer),,96,135,-28.9
20221009,S08000016,,Emergency,,Medical (incl. Cardiology & Cancer),,105,146,-28.1
20221009,S08000016,,Emergency,,Paediatrics (medical & surgical),,41,33.5,22.4
20221009,S08000016,,Emergency,,Paediatrics (medical),,41,33.5,22.4
20221009,S08000016,,Emergency,,Surgery,,39,53.5,-27.1
20221009,S08000017,,Emergency,,All,d,287,324.5,-11.6
20221009,S08000017,,Emergency,,Community,,19,20,-5
20221009,S08000017,,Emergency,,Medical (excl. Cardiology & Cancer),,142,175,-18.9
20221009,S08000017,,Emergency,,Medical (incl. Cardiology & Cancer),,143,175.5,-18.5
20221009,S08000017,,Emergency,,Paediatrics (medical & surgical),,52,41.5,25.3
20221009,S08000017,,Emergency,,Paediatrics (medical),,52,41.5,25.3
20221009,S08000017,,Emergency,,Surgery,,73,76.5,-4.6
20221009,S08000019,,Emergency,,All,d,679,810.5,-16.2
20221009,S08000019,,Emergency,,Gynaecology,,19,21,-9.5
20221009,S08000019,,Emergency,,Medical (excl. Cardiology & Cancer),,417,504.5,-17.3
20221009,S08000019,,Emergency,,Medical (incl. Cardiology & Cancer),,420,512,-18
20221009,S08000019,,Emergency,,Paediatrics (medical & surgical),,71,91.5,-22.4
20221009,S08000019,,Emergency,,Paediatrics (medical),,71,91.5,-22.4
20221009,S08000019,,Emergency,,Surgery,,167,177.5,-5.9
20221009,S08000020,,Emergency,,Accident & Emergency,,9,53.5,-83.2
20221009,S08000020,,Emergency,,All,d,922,1054.5,-12.6
20221009,S08000020,,Emergency,,Cancer,,37,25,48
20221009,S08000020,,Emergency,,Cardiology,,31,27.5,12.7
20221009,S08000020,,Emergency,,Community,,16,37,-56.8
20221009,S08000020,,Emergency,,Gynaecology,,13,12,8.3
20221009,S08000020,,Emergency,,Medical (excl. Cardiology & Cancer),,457,469.5,-2.7
20221009,S08000020,,Emergency,,Medical (incl. Cardiology & Cancer),,525,522,0.6
20221009,S08000020,,Emergency,,Paediatrics (medical & surgical),,128,115.5,10.8
20221009,S08000020,,Emergency,,Paediatrics (medical),,120,109.5,9.6
20221009,S08000020,,Emergency,,Paediatrics (surgical),,8,6,33.3
20221009,S08000020,,Emergency,,Surgery,,231,313,-26.2
20221009,S08000022,,Emergency,,All,d,623,638,-2.4
20221009,S08000022,,Emergency,,Cardiology,,8,4.5,77.8
20221009,S08000022,,Emergency,,Community,,53,82,-35.4
20221009,S08000022,,Emergency,,Gynaecology,,16,8.5,88.2
20221009,S08000022,,Emergency,,Medical (excl. Cardiology & Cancer),,257,315.5,-18.5
20221009,S08000022,,Emergency,,Medical (incl. Cardiology & Cancer),,266,322,-17.4
20221009,S08000022,,Emergency,,Paediatrics (medical & surgical),,103,59.5,73.1
20221009,S08000022,,Emergency,,Paediatrics (medical),,103,59,74.6
20221009,S08000022,,Emergency,,Surgery,,185,166,11.4
20221009,S08000024,,Emergency,,Accident & Emergency,,43,132.5,-67.5
20221009,S08000024,,Emergency,,All,d,1504,1733,-13.2
20221009,S08000024,,Emergency,,Cancer,,53,64.5,-17.8
20221009,S08000024,,Emergency,,Cardiology,,49,44.5,10.1
20221009,S08000024,,Emergency,,Gynaecology,,22,19.5,12.8
20221009,S08000024,,Emergency,,Medical (excl. Cardiology & Cancer),,764,859,-11.1
20221009,S08000024,,Emergency,,Medical (incl. Cardiology & Cancer),,866,968,-10.5
20221009,S08000024,,Emergency,,Paediatrics (medical & surgical),,203,175.5,15.7
20221009,S08000024,,Emergency,,Paediatrics (medical),,181,158.5,14.2
20221009,S08000024,,Emergency,,Paediatrics (surgical),,22,17,29.4
20221009,S08000024,,Emergency,,Surgery,,370,437.5,-15.4
20221009,S08000025,,Emergency,,All,d,26,38,-31.6
20221009,S08000025,,Emergency,,Medical (excl. Cardiology & Cancer),,16,29.5,-45.8
20221009,S08000025,,Emergency,,Medical (incl. Cardiology & Cancer),,16,29.5,-45.8
20221009,S08000025,,Emergency,,Surgery,,9,8.5,5.9
20221009,S08000026,,Emergency,,All,d,35,28.5,22.8
20221009,S08000026,,Emergency,,Medical (excl. Cardiology & Cancer),,17,17.5,-2.9
20221009,S08000026,,Emergency,,Medical (incl. Cardiology & Cancer),,17,17.5,-2.9
20221009,S08000026,,Emergency,,Surgery,,18,11,63.6
20221009,S08000028,,Emergency,,All,d,54,66.5,-18.8
20221009,S08000028,,Emergency,,Community,,8,11.5,-30.4
20221009,S08000028,,Emergency,,Medical (excl. Cardiology & Cancer),,23,34.5,-33.3
20221009,S08000028,,Emergency,,Medical (incl. Cardiology & Cancer),,23,34.5,-33.3
20221009,S08000028,,Emergency,,Surgery,,22,17.5,25.7
20221009,S08000029,,Emergency,,Accident & Emergency,,62,63,-1.6
20221009,S08000029,,Emergency,,All,d,778,843,-7.7
20221009,S08000029,,Emergency,,Cardiology,,25,29.5,-15.3
20221009,S08000029,,Emergency,,Community,,10,10,-0
20221009,S08000029,,Emergency,,Gynaecology,,29,25,16
20221009,S08000029,,Emergency,,Medical (excl. Cardiology & Cancer),,367,440.5,-16.7
20221009,S08000029,,Emergency,,Medical (incl. Cardiology & Cancer),,392,470.5,-16.7
20221009,S08000029,,Emergency,,Paediatrics (medical & surgical),,114,94.5,20.6
20221009,S08000029,,Emergency,,Paediatrics (medical),,114,94.5,20.6
20221009,S08000029,,Emergency,,Surgery,,171,180,-5
20221009,S08000030,,Emergency,,Accident & Emergency,,90,75,20
20221009,S08000030,,Emergency,,All,d,1089,983,10.8
20221009,S08000030,,Emergency,,Cancer,,16,25,-36
20221009,S08000030,,Emergency,,Cardiology,,26,23,13
20221009,S08000030,,Emergency,,Gynaecology,,16,10.5,52.4
20221009,S08000030,,Emergency,,Medical (excl. Cardiology & Cancer),,512,483.5,5.9
20221009,S08000030,,Emergency,,Medical (incl. Cardiology & Cancer),,554,531.5,4.2
20221009,S08000030,,Emergency,,Paediatrics (medical & surgical),,144,97.5,47.7
20221009,S08000030,,Emergency,,Paediatrics (medical),,144,97.5,47.7
20221009,S08000030,,Emergency,,Surgery,,285,249,14.5
20221009,S08000031,,Emergency,,Accident & Emergency,,12,39,-69.2
20221009,S08000031,,Emergency,,All,d,2708,2802.5,-3.4
20221009,S08000031,,Emergency,,Cancer,,31,26.5,17
20221009,S08000031,,Emergency,,Cardiology,,96,94,2.1
20221009,S08000031,,Emergency,,Gynaecology,,83,42,97.6
20221009,S08000031,,Emergency,,Medical (excl. Cardiology & Cancer),,1396,1591.5,-12.3
20221009,S08000031,,Emergency,,Medical (incl. Cardiology & Cancer),,1523,1712,-11
20221009,S08000031,,Emergency,,Paediatrics (medical & surgical),,299,222,34.7
20221009,S08000031,,Emergency,,Paediatrics (medical),,270,206,31.1
